"m","train_accuracy","train_deviance","test_accuracy","test_deviance"
6,1,3.755481111334e-11,0.433461,14.478542072726
6,1,4.4188171641165e-11,0.475328,13.8057018920328
6,1,8.2212829140783e-11,0.570678,10.9556860348332
6,1,6.23500880572392e-11,0.637129,8.59547478229436
6,NA,4.28668212042613e-11,NA,11.0475453866807
6,1,5.04228880883295e-11,0.511928,12.8604102036657
6,1,5.59286691046383e-11,0.595335,10.7062859847796
6,1,6.98599326560481e-11,0.503651,12.8736378006494
6,1,6.12468964449841e-11,0.600907,9.0588387033109
6,1,9.67454264909218e-11,0.715391,7.08729763893876
6,0.833333333333333,1.02279120513463,0.476875,2.969884472735
6,1,4.34359215267938e-11,0.60945,9.36519148036639
6,1,8.26043677933563e-11,0.510027,12.3840246083664
6,1,6.63110677499824e-11,0.655198,8.30113341219506
6,1,4.73407239345578e-11,0.526049,11.9310445395028
6,1,4.9181029620001e-11,0.552617,10.3129237339995
6,1,2.0674991350528e-10,0.501048,13.6503777862221
6,1,7.8456426543052e-11,0.519643,13.2727544102094
6,1,7.29438731660128e-11,0.590872,11.0529662498324
6,1,6.98644845702176e-11,0.557299,10.5011828273568
6,1,6.10634876015674e-11,0.605715,10.568871511998
6,1,4.89982128954606e-11,0.718965,6.59519214138764
6,NA,0.665659586456624,NA,12.2598247839713
6,NA,4.28668212042613e-11,NA,11.0475453866807
6,1,3.72489816774419e-11,0.568866,10.8181329956073
6,NA,4.28668212042613e-11,NA,11.0475453866807
6,1,5.11787279236189e-11,0.7029,6.5898301710055
6,1,8.63753143111301e-11,0.707043,7.81600206239735
6,1,8.64969207409276e-11,0.5278,12.6416633778204
6,1,6.71258974356533e-11,0.727882,6.75265135348826
6,1,7.63398973690179e-11,0.719916,6.37870049449205
6,1,5.46509504334586e-11,0.539396,10.8552755136994
6,1,4.15777042432211e-11,0.599857,10.4109780706699
7,1,1.44796936355651e-10,0.543087,12.3399849930905
7,1,7.13598069551648e-11,0.583026,10.5841823002074
7,0.857142857142857,3.94728873084694,0.572859,11.8023419904788
7,0.857142857142857,0.971402422154075,0.677786,1.34240698771375
7,0.857142857142857,0.834651881772902,0.44759,4.35430498194672
7,1,6.53431594568384e-11,0.530645,12.637541140806
7,1,3.0742614803491e-11,0.558697,10.6416734414385
7,1,3.84277054632791e-11,0.708986,7.32447765454087
7,1,3.92649087856343e-11,0.475127,13.9927187312783
7,1,5.45100472712916e-11,0.492456,12.9469904074651
7,1,3.40669397462183e-11,0.615493,9.50091483805304
7,1,6.37095772986927e-11,0.539904,12.0534706417297
7,0.714285714285714,1.28022954861463,0.580501,1.40131003733572
7,0.714285714285714,1.27156228462659,0.555001,1.43095880192117
7,NA,4.28668212042613e-11,NA,11.0475453866807
7,1,5.83274381195574e-11,0.423505,15.8199399884503
7,NA,0.611856219910046,NA,2.6538543684426
7,0.857142857142857,0.670895249175488,0.595343,2.36795972386983
7,1,3.1383435533303e-11,0.558345,12.001642317068
7,0.857142857142857,0.984367012488895,0.597214,1.66748498998678
7,1,4.72747555403179e-11,0.559733,9.96289065172667
7,1,6.67823257028082e-11,0.439871,15.4769362266613
7,0.857142857142857,1.14758097683183,0.673091,1.44348280280247
7,1,6.27147540277351e-11,0.465271,13.7531737203061
7,1,6.97641309832361e-11,0.50928,13.1545090036147
7,1,7.89849772910357e-11,0.59969,11.0609740630346
7,1,7.27012418548573e-11,0.70923,7.28109385924801
7,0.857142857142857,0.924875959958655,0.556627,2.37995144410011
7,1,3.97467138576064e-11,0.47885,13.2734996389069
7,1,1.23675577722691e-10,0.53881,12.5228324653282
7,0.714285714285714,1.11117997844757,0.585865,1.67723521480838
7,1,5.50980531055404e-11,0.601096,11.022124847248
7,1,3.84650628907125e-10,0.560072,12.067936748321
7,1,4.34295981000593e-09,0.491351,14.0285925222562
7,1,3.53895642958137e-11,0.463867,14.5032103242389
7,0.857142857142857,1.20174658535428,0.688601,1.36267834554091
7,0.714285714285714,1.09483247266742,0.599896,1.66865178663115
7,0.857142857142857,0.796801282190185,0.565969,5.00655220602084
7,1,1.37183350488382e-09,0.56448,11.9905040331007
7,0.857142857142857,0.858701237349895,0.395481,4.40851537779011
7,1,7.06746724661617e-11,0.582033,11.1695610349235
7,0.857142857142857,1.21560003744673,0.735227,1.39681452807071
7,1,4.47916529379741e-10,0.600121,10.9793304289176
7,1,6.67204386998196e-11,0.531193,12.5676574833916
7,1,1.49773431762391e-10,0.599298,10.9235516156809
7,1,2.10838756283047e-09,0.585075,11.4363101258693
7,1,3.4979289306915e-11,0.728285,6.67301056454128
7,1,3.74451263654763e-11,0.542323,11.6303302949261
7,0.857142857142857,0.973562118109314,0.524914,1.93524805855394
7,0.857142857142857,0.790847136928296,0.519684,4.79430039394168
8,0.875,0.871024399686472,0.452113,3.90591151813098
8,0.625,1.27942993828837,0.356609,2.08036425039055
8,1,3.20849735673862e-11,0.571725,11.4784061349032
8,1,3.44124451163324e-11,0.510295,12.4833259283732
8,1,2.0838408779729e-10,0.414892,15.9652203424948
8,1,2.08242229039089e-10,0.441127,15.2781564627185
8,1,5.71914599202118e-10,0.422073,15.9300347049148
8,1,2.73336075999905e-11,0.616528,9.80504325273636
8,1,6.73764100094114e-11,0.564427,11.3128044505023
8,1,7.72918077566921e-09,0.587702,11.3762699329749
8,0.875,1.21660420097717,0.459941,1.82270177906713
8,1,3.11754511101527e-11,0.475872,14.1232740868464
8,1,2.83587875407639e-11,0.600393,11.0415494550836
8,1,3.5197234016817e-11,0.583934,10.752438588404
8,1,5.05669117702969e-11,0.511022,12.1683196123343
8,1,4.66350569284836e-11,0.563785,10.6013066832727
8,0.75,1.11988404653917,0.523255,2.22773295880419
8,NA,1.07537672833113,NA,1.48109161827768
8,0.75,1.20895690733796,0.639804,1.28448754922552
8,1,2.68984834409099e-11,0.800134,5.52250166639368
8,0.75,1.17912526092267,0.520898,1.76056145488803
8,1,5.48192324880714e-11,0.647551,8.64836170234907
8,0.75,1.17162176649595,0.588452,1.3547707618602
8,1,3.29021532248138e-11,0.52174,11.1667880120289
8,0.75,0.990197906302637,0.578013,1.64084278469234
8,1,6.15326956077018e-11,0.473566,13.967690002385
8,0.75,0.992284312091729,0.428964,3.32868472662997
8,0.75,1.01654203743464,0.552225,1.90445230528797
8,0.875,1.00242681885445,0.73958,1.47988893436764
8,1,5.92322302339443e-11,0.464305,13.9014902041178
8,1,6.74574007791047e-11,0.588621,10.241358901548
8,NA,1.07012014760848,NA,1.52575478400586
8,0.875,1.02318110755783,0.453665,2.88610321757733
8,1,1.41180844804567e-10,0.504123,13.4799655667429
8,1,1.038747976586e-10,0.59257,11.0998465368336
8,1,5.49089385090476e-11,0.561673,11.5737428752802
8,1,3.56397106357138e-10,0.581567,11.4936871642583
8,1,5.54394863371779e-11,0.540738,12.3657226777687
8,0.75,1.16870378006498,0.435217,2.74882694782046
8,0.75,1.13885899867201,0.576465,1.72169319647712
8,1,1.12623549381976e-10,0.414016,15.9082698198594
8,1,6.70335731391768e-11,0.746412,6.01360340994128
8,1,5.26213517224303e-11,0.450077,13.7358256052129
8,1,3.92360310919415e-11,0.707603,7.0859394770427
8,1,5.94950477797498e-11,0.584317,10.9778543301358
8,0.875,0.589016885449257,0.450617,7.94782532762023
8,0.75,1.08584420196566,0.538281,1.83643935241338
8,0.875,0.607305196420467,0.527879,3.06646417933378
8,0.875,1.00515387765211,0.579634,1.58081666912377
8,0.875,0.817172412168559,0.585761,2.59546474172852
9,0.888888888888889,0.801854083886543,0.575866,2.31836885488349
9,0.777777777777778,1.10545194820526,0.688997,1.67489418792421
9,0.777777777777778,1.1945640794574,0.571372,1.37078482514264
9,0.888888888888889,0.592396987964509,0.598675,5.38620673601216
9,1,3.03857186332819e-11,0.560309,11.3055904205377
9,1,7.63591560816563e-10,0.511931,13.4348826113063
9,0.666666666666667,1.25180631415923,0.414531,1.82259654434329
9,0.777777777777778,1.18285834006771,0.552248,1.65756550200573
9,0.777777777777778,1.17527183433737,0.558549,1.83603202531939
9,1,6.29711344819529e-11,0.595963,10.8066502354036
9,1,1.97096117234062e-10,0.572951,11.6732090175242
9,0.777777777777778,1.14544457080916,0.67303,1.55313264830922
9,1,2.49352143875359e-11,0.559242,9.97806482397241
9,0.666666666666667,1.33989747392766,0.505078,1.55559396918508
9,0.777777777777778,1.07539266452271,0.593116,1.91728159061921
9,0.777777777777778,0.993953633687335,0.58131,2.13873682915996
9,1,5.04920056396546e-11,0.800134,5.52250166639904
9,0.777777777777778,1.10902171185974,0.594044,1.38084670425648
9,0.777777777777778,1.22380827345283,0.571407,1.55869681034445
9,0.888888888888889,0.919361667518818,0.613888,2.66739204696446
9,1,1.03612790049605e-09,0.550012,12.3572425290832
9,0.888888888888889,0.746303176828238,0.566834,6.45260183368851
9,1,5.73020149868073e-11,0.800134,5.52250166642332
9,1,3.58196682196984e-11,0.800134,5.52250166638092
9,0.777777777777778,1.31034092029621,0.569999,1.3558821946822
9,0.777777777777778,1.0437864445033,0.592773,1.66723777013762
9,0.777777777777778,1.09569814384133,0.429356,2.58818129556703
9,0.777777777777778,1.23977918365278,0.567332,1.83765529266173
9,NA,1.19822794028931,NA,1.3457786007424
9,0.777777777777778,1.07307166253395,0.404713,3.35259533589739
9,0.888888888888889,0.730420275827143,0.582983,2.5062212577045
9,0.777777777777778,1.12367030359106,0.531735,1.55571009009328
9,1,5.92013845376866e-11,0.571198,10.7484491378488
9,0.888888888888889,0.447885678486219,0.515366,11.4312293406157
9,1,2.87194959178215e-11,0.710251,6.97109135112949
9,0.888888888888889,0.854460660922918,0.431333,2.73895906740679
9,1,4.33323105905634e-10,0.494625,13.865290903452
9,0.777777777777778,0.970122417666248,0.506506,2.50824439280702
9,1,3.69208120874139e-11,0.680597,7.56456635294732
9,0.777777777777778,1.03536969150865,0.46954,2.13256101458332
9,1,4.9582806997415e-11,0.545674,12.0239974955461
9,0.888888888888889,0.698975426202991,0.589485,2.03483841504329
9,1,3.01498579197025e-11,0.706609,7.17243233914953
9,1,3.14520261694723e-11,0.531421,11.9348249863407
9,0.777777777777778,0.960071653374988,0.460404,2.70910694600115
9,1,5.87188939750735e-10,0.578296,11.5291279774764
9,1,5.98569342264415e-11,0.680124,7.27828437358944
9,0.777777777777778,0.987364479012559,0.623899,2.48668242101276
9,0.888888888888889,0.975158769168848,0.500512,2.63332623162384
9,0.666666666666667,1.23758008515371,0.529146,1.32625754261406
10,1,4.27531787762866e-11,0.5591,11.6177238216624
10,0.8,0.842932218869141,0.399824,2.35003663791845
10,0.9,0.638264287681316,0.599992,8.75826056872136
10,0.8,1.15491912745201,0.5972,1.42238671656755
10,0.9,1.011009767183,0.601096,1.49616831085184
10,1,2.73416844726268e-11,0.507182,12.7326116895777
10,1,1.59559609988329e-10,0.639786,9.95308064415391
10,0.9,0.727438905373081,0.549562,3.25556710419452
10,0.7,1.25993898751895,0.500566,1.62344240891033
10,0.8,1.25296070132721,0.725448,1.27511205693637
10,0.9,0.758262260660949,0.59296,2.48059524978893
10,0.9,0.994771202719905,0.496529,1.70837001007786
10,1,9.79696213823885e-10,0.463548,14.7341141745074
10,0.8,0.812333897799698,0.607627,2.94037487586824
10,1,2.92659674278367e-11,0.773638,5.64019915889499
10,0.9,0.866673699315717,0.560014,2.02402999649536
10,0.9,0.740921025957848,0.527035,2.2900212101038
10,1,1.3197836158715e-10,0.560437,11.7751699026173
10,0.9,0.556378262393748,0.504923,3.51020315395261
10,0.9,0.666405751961445,0.461355,7.0061820707629
10,0.9,0.589928258841781,0.600312,3.12822203665209
10,0.9,0.758402690042429,0.403662,5.16116774774403
10,1,5.30945065717006e-11,0.800134,5.5225017048275
10,0.8,1.31672495725562,0.502179,1.5379059778431
10,0.9,1.12656599524112,0.592656,1.53847702541485
10,0.9,0.934704397551637,0.665755,1.91979556784709
10,NA,1.12651633681329,NA,1.62258129501023
10,0.8,1.03641755234136,0.54606,2.20135822495528
10,0.9,0.92268214133912,0.535818,3.79964576058665
10,0.9,0.694214657564596,0.536685,7.12234744480868
10,0.9,0.911586904477463,0.593282,1.66153357846067
10,0.9,0.787807133045969,0.561012,1.84474794696879
10,1,8.96414276208509e-11,0.377692,16.7129259538444
10,0.9,0.802119785476284,0.487318,4.76476815417097
10,1,3.10591552484098e-11,0.566171,11.075394527623
10,0.8,1.10730362142008,0.577469,1.46719371103362
10,0.8,0.691400432739634,0.592405,2.85978652629762
10,1,5.43441736071644e-11,0.800134,5.52250166640235
10,0.9,1.01212783082484,0.621883,2.04109359769124
10,1,2.84712253778677e-11,0.729401,6.19932368956046
10,1,3.84999143690512e-11,0.554159,11.6048397023782
10,1,1.00686081702368e-10,0.55022,12.0927276533178
10,0.8,0.718409207292133,0.567873,9.29227559257713
10,1,5.22176302226091e-11,0.71505,7.41425248100947
10,1,1.50870538304756e-10,0.577789,11.3270745695647
10,0.8,0.705949864881012,0.427328,6.14292296699435
10,0.8,1.05133455175973,0.419959,2.45784877831507
10,1,4.01019439892829e-11,0.585937,10.4341276163618
10,0.8,1.03762591868426,0.4876,2.21493566564012
10,0.9,1.07403899296406,0.791182,1.51027246689516
11,0.909090909090909,0.733159632217363,0.576738,2.59002064764341
11,0.909090909090909,0.65849893427775,0.608729,2.49136271149852
11,0.818181818181818,1.06819187663293,0.514628,1.90095489408406
11,0.818181818181818,1.03860857717182,0.564207,1.86574670407105
11,NA,0.915873662805841,NA,1.62116101491647
11,0.909090909090909,0.722941010030852,0.595748,1.67229700140014
11,0.818181818181818,1.12936743752235,0.418118,2.48244237389116
11,0.818181818181818,1.1569092459332,0.700463,1.31191805379922
11,1,5.96082577264883e-11,0.552298,11.6334352111493
11,0.818181818181818,1.27630005939744,0.73464,1.34027049535007
11,0.818181818181818,1.20390696430315,0.559108,1.57634539774316
11,0.727272727272727,1.08243993381471,0.565171,1.44348911338553
11,0.909090909090909,0.905941217808925,0.596407,1.90185641278867
11,1,1.15522419924049e-10,0.432708,15.3673670082419
11,0.818181818181818,1.1235291326344,0.589983,1.46457762257514
11,0.909090909090909,0.42892746497198,0.508019,9.23287641873434
11,1,3.56059424379696e-11,0.663006,8.16923816750612
11,0.818181818181818,1.19806690302089,0.760224,1.60910211170535
11,NA,0.818918980663723,NA,1.89891394754347
11,0.909090909090909,0.582591467134759,0.562887,3.99873103432465
11,0.818181818181818,1.1199297858279,0.693627,1.30983072349873
11,0.727272727272727,1.23982471667839,0.594633,1.3802282874918
11,0.909090909090909,0.652513421811881,0.558442,3.15469410256999
11,0.818181818181818,0.855075068264053,0.54064,3.92993310658761
11,0.727272727272727,1.23038483914984,0.563397,1.43658740606252
11,0.818181818181818,1.09045090136692,0.589069,1.41651403268241
11,0.818181818181818,0.762224698021232,0.565372,2.24121750072041
11,1,2.87678164126321e-11,0.465995,14.1440129848999
11,1,2.62585953046786e-10,0.639769,9.95355038597861
11,0.909090909090909,0.553741454722295,0.558363,3.89748552254853
11,0.909090909090909,0.740883834156908,0.576968,2.9484424613653
11,0.727272727272727,1.29033724297443,0.557971,1.35378809174737
11,0.818181818181818,1.26889906965208,0.689436,1.45860955288614
11,0.909090909090909,0.718601143065421,0.594941,2.22279025410891
11,1,4.26279213969823e-11,0.649088,8.53918119099136
11,0.909090909090909,0.758236343013492,0.711269,1.87048640401631
11,1,9.24093932747442e-11,0.574171,11.4300988391606
11,0.909090909090909,0.520681990632056,0.599721,3.80748048193157
11,0.727272727272727,1.0395789710581,0.575259,1.662868396318
11,0.818181818181818,1.10257081740977,0.561585,1.50945161397099
11,0.818181818181818,0.844402905336217,0.559936,1.68858477573359
11,0.909090909090909,1.07800394196249,0.714691,1.70122534213424
11,0.909090909090909,0.488324515961836,0.542804,10.3837985975593
11,0.727272727272727,1.15316353129409,0.538908,1.79345190172491
11,0.818181818181818,0.847303646798792,0.478915,3.67615418877469
11,1,4.33509188158394e-11,0.56247,10.8227120298857
11,0.909090909090909,1.03937598830846,0.787196,1.56391859992475
11,0.818181818181818,0.992945900230595,0.677308,1.54822231982558
11,0.727272727272727,1.31719843256075,0.521358,1.46680056798907
11,NA,1.02078130520167,NA,1.35483997527536
12,0.833333333333333,0.891743666725935,0.450747,2.95704044634647
12,0.916666666666667,0.948915697078765,0.744658,1.64253404515721
12,0.916666666666667,1.02246482092899,0.69719,1.48843450084202
12,0.916666666666667,0.942162193677517,0.701581,1.93102431788843
12,0.75,1.06408151922978,0.561519,1.47090633696535
12,0.75,1.26755245340127,0.688795,1.57266700428026
12,0.833333333333333,1.31414943385877,0.576215,1.42979405541718
12,0.833333333333333,1.10117412941508,0.435874,2.42895398990813
12,0.833333333333333,1.02949457782518,0.562643,1.48428834112415
12,1,2.45182022839745e-11,0.715381,7.12773280541977
12,0.75,1.26901887669372,0.522688,1.4941938968547
12,0.75,1.22924007977686,0.546285,1.33962213785139
12,NA,0.765170765534009,NA,1.85739812263077
12,0.916666666666667,0.829022644629113,0.582657,2.45749542219489
12,0.833333333333333,0.896263777164622,0.591652,1.85078420156375
12,NA,1.04067229135207,NA,1.45874833359083
12,0.833333333333333,0.970248015452338,0.491274,2.27254810233985
12,0.916666666666667,0.538402601847236,0.532859,6.29476200858021
12,1,2.49424185012257e-11,0.800134,5.70422335427299
12,0.666666666666667,1.27965008914624,0.559679,1.35800479247876
12,0.833333333333333,1.10077955634736,0.433985,2.20387929877753
12,1,1.77430440734386e-10,0.540447,12.4434678595115
12,0.916666666666667,1.04525318552567,0.654787,1.86087075446129
12,0.75,1.32534317601157,0.767444,1.27823473195101
12,0.75,0.875190769312912,0.578212,2.11929625954328
12,0.833333333333333,0.812480574509557,0.562679,1.74187538382038
12,0.75,1.37069689671524,0.771002,1.32238724550717
12,0.75,1.11445865707922,0.550421,1.66719154279686
12,0.833333333333333,0.963107393507837,0.576363,1.65756746658649
12,0.833333333333333,1.07870545572068,0.572298,1.7832399386067
12,NA,0.989901675727951,NA,1.68527976357419
12,0.833333333333333,0.951611153462502,0.573457,1.65862374320946
12,0.666666666666667,1.34863450063727,0.441395,1.3950591322644
12,0.75,1.09847842133786,0.59196,1.4698611385685
12,NA,1.10582705578333,NA,1.5727148568003
12,0.916666666666667,0.672180925689895,0.643042,3.25789087652211
12,1,1.99233592589162e-11,0.800134,5.52250166638634
12,0.833333333333333,0.912344525394706,0.509546,1.39662338139893
12,0.916666666666667,1.05386121403047,0.424509,2.51368426662853
12,0.916666666666667,0.568391192367889,0.569471,2.04703131705914
12,1,4.72433388725312e-11,0.587341,10.7113016919805
12,0.916666666666667,0.870082839700163,0.64095,2.31363057846508
12,0.833333333333333,0.898176833843567,0.543024,3.30641245084243
12,1,5.46833134364152e-11,0.596384,10.3870356691038
12,1,3.32237570799749e-11,0.588387,9.10639194685735
12,0.666666666666667,1.2543878394049,0.432664,1.68377272151531
12,1,1.51291618326876e-09,0.595399,11.1083264714968
