"m","train_accuracy","train_deviance","test_accuracy","test_deviance"
86,0.813953488372093,1.21765516145956,0.800134,1.26789007667602
86,0.813953488372093,1.27090806544244,0.787235,1.28428056579271
86,0.790697674418605,1.24162969562789,0.759903,1.2832408185452
86,0.651162790697674,1.34359021149448,0.583651,1.33107263217916
86,0.697674418604651,1.26524979448842,0.639769,1.3491608954313
86,0.848837209302326,1.21596038354916,0.800013,1.3039401204983
86,0.651162790697674,1.24937409666317,0.602697,1.29710568141694
86,0.616279069767442,1.35194159942382,0.587968,1.31026585154034
86,0.848837209302326,1.18470475677659,0.800134,1.29546688118196
86,0.651162790697674,1.30492181365479,0.669874,1.27918698338143
86,0.709302325581395,1.27834524504159,0.681144,1.28452265640563
86,0.744186046511628,1.09331289894151,0.571669,1.42976367018561
86,0.662790697674419,1.27130295092561,0.589245,1.31307355078593
86,0.767441860465116,1.14225455392189,0.680102,1.29732785547791
86,0.755813953488372,1.2337387595377,0.681067,1.30866114615492
86,0.872093023255814,1.18833756980407,0.800134,1.3303582252733
86,0.674418604651163,1.32239435628777,0.620299,1.30332305079772
86,0.86046511627907,1.15585214943401,0.783914,1.3390355197177
86,0.732558139534884,1.24403138779954,0.691236,1.28077240026814
87,0.735632183908046,1.2968508447764,0.725222,1.26966014621082
87,NA,1.22413702799242,NA,1.314640408408
87,0.827586206896552,1.13585543966232,0.720372,1.33387758766034
87,0.747126436781609,1.22360333529292,0.694848,1.28272260341046
87,0.735632183908046,1.29702136361317,0.708705,1.27182325762454
87,0.862068965517241,1.13835739075941,0.786238,1.29875474611923
87,0.839080459770115,1.24822514726193,0.800134,1.3073148891179
87,0.747126436781609,1.03973032041251,0.616616,1.44964012781188
87,0.701149425287356,1.16616210056101,0.637081,1.31819439223162
87,0.701149425287356,1.22304097538788,0.586177,1.32745895375774
87,0.666666666666667,1.24945009732966,0.690364,1.28297139631166
87,0.67816091954023,1.18603570968723,0.62603,1.32673855110597
87,0.735632183908046,1.18712762368996,0.697796,1.28645493715792
87,0.67816091954023,1.23420225588376,0.595767,1.31209253338612
87,0.689655172413793,1.29680470436024,0.701133,1.27261914335783
87,0.724137931034483,1.19135733011278,0.600144,1.31317416182363
87,0.770114942528736,1.20882454901359,0.694411,1.33558080787216
87,0.770114942528736,1.24351276290659,0.705864,1.30288181596887
87,0.747126436781609,1.30073481925247,0.698353,1.27597185659054
87,0.666666666666667,1.23296250636958,0.602145,1.33952127026041
87,NA,1.17647384402608,NA,1.34415652814197
87,0.839080459770115,1.20701760803051,0.800134,1.28439717843952
87,0.839080459770115,1.1568796417872,0.800134,1.28593024809835
87,0.781609195402299,1.13626547768852,0.705078,1.34340877299829
87,0.804597701149425,1.12062607745896,0.726309,1.33985310637773
87,0.67816091954023,1.33713218196227,0.616838,1.31330567398577
87,0.747126436781609,1.19093430963762,0.658924,1.30781440061456
87,0.747126436781609,1.26543728507487,0.690742,1.27873838200843
87,0.724137931034483,1.11310120019724,0.558095,1.32688640001876
87,0.735632183908046,1.15525015413459,0.626847,1.31805223419198
87,NA,1.25928785939659,NA,1.30524322795063
87,0.781609195402299,1.2173216699347,0.800134,1.2717975641846
87,0.758620689655172,1.21899028732132,0.713193,1.27799102246496
87,0.689655172413793,1.20715716266607,0.613342,1.31286726969869
87,0.655172413793103,1.27932831405993,0.5984,1.30321763486042
87,NA,1.26372901606521,NA,1.31316146853719
87,0.724137931034483,1.13339659322256,0.599085,1.31590118737
87,0.724137931034483,1.25009624629526,0.630989,1.3054195627671
87,0.781609195402299,1.18009021499304,0.77641,1.27711408830113
87,0.804597701149425,1.31396448067404,0.800134,1.27013796083182
87,0.689655172413793,1.20927644133197,0.687003,1.28576568570609
87,0.724137931034483,1.25133610266055,0.680658,1.28440509884458
87,0.816091954022989,1.25105829544453,0.799104,1.26510321383448
87,0.666666666666667,1.22857801078226,0.651719,1.29603511599512
87,0.655172413793103,1.34114259940953,0.594697,1.30552213464931
87,0.747126436781609,1.1359730554259,0.553019,1.35510175486321
87,0.689655172413793,1.18670699629544,0.676144,1.31129881043411
87,0.850574712643678,1.18483987119215,0.800134,1.2954340170267
87,0.701149425287356,1.20841491838167,0.690227,1.27641026539182
87,0.71264367816092,1.26506600174475,0.720291,1.27279293410642
88,0.806818181818182,1.11275005058661,0.646621,1.4212473237528
88,0.715909090909091,1.22015158663422,0.600931,1.36203391273772
88,0.795454545454545,1.23157672156924,0.716811,1.29429899623423
88,0.715909090909091,1.20446652289957,0.681624,1.28662001246714
88,0.784090909090909,1.23079043151597,0.705153,1.28343453817161
88,0.784090909090909,1.18530592295511,0.788316,1.27481244568333
88,0.693181818181818,1.27426474154939,0.525414,1.366988907594
88,0.659090909090909,1.27329203498757,0.590997,1.31617688815159
88,NA,1.15349713953371,NA,1.34448553240662
88,NA,1.24844827182066,NA,1.32753624831359
88,0.659090909090909,1.29172781832198,0.583779,1.30701965563418
88,0.693181818181818,1.14588159590515,0.587549,1.36785894157371
88,0.681818181818182,1.31631666323203,0.716411,1.28191291757422
88,0.681818181818182,1.30020955526166,0.676206,1.27862645474809
88,0.784090909090909,1.20345947877898,0.721656,1.27752486786376
88,0.840909090909091,1.19771255068455,0.770701,1.27805650626466
88,0.738636363636364,1.19184375899575,0.591425,1.37542421341894
88,0.715909090909091,1.29332877222272,0.741748,1.28627631934064
88,0.784090909090909,1.19785661809424,0.759999,1.27556591566449
88,0.75,1.2184076672792,0.680124,1.32791815085818
88,0.772727272727273,1.31558548291916,0.699857,1.31191329380921
88,0.806818181818182,1.127139168925,0.749855,1.30045809978602
88,0.840909090909091,1.17920476638034,0.766896,1.28688976616296
88,0.875,1.19696744489805,0.800134,1.37864990811638
88,0.715909090909091,1.11449535164379,0.56399,1.37296305749681
88,0.863636363636364,1.21992461733122,0.800134,1.29940922462243
88,0.806818181818182,1.14398701317735,0.700673,1.31831559997091
88,NA,1.13830274489107,NA,1.33667378283248
88,0.795454545454545,1.2092483129544,0.69122,1.3075500815304
88,0.818181818181818,1.20408931699159,0.800134,1.26526029053732
88,0.738636363636364,1.22271679766594,0.718731,1.29043282527968
88,0.670454545454545,1.18907718769069,0.66189,1.3019891623855
88,0.693181818181818,1.28051228384024,0.669698,1.28297527277916
88,0.670454545454545,1.2736641519169,0.64484,1.28876699519079
88,0.704545454545455,1.13728995976397,0.605621,1.32192399555944
88,0.636363636363636,1.27532923637197,0.600558,1.30090631055162
88,0.806818181818182,1.30010241101936,0.791055,1.28852932339632
88,0.681818181818182,1.20002209908474,0.599545,1.33101446194681
88,0.693181818181818,1.2861525792254,0.693357,1.2762555180837
88,0.761363636363636,1.29347740278463,0.737493,1.26997389362959
88,0.818181818181818,1.13082414580625,0.760469,1.29930919099905
88,0.727272727272727,1.0443536948757,0.611807,1.37241311094133
88,0.75,1.02809578673762,0.633302,1.36436283756916
88,0.670454545454545,1.25561823204941,0.593723,1.33093919430643
88,0.738636363636364,1.25625778680259,0.680124,1.29225709404919
88,0.784090909090909,1.26867577260809,0.780298,1.26566905549731
88,0.659090909090909,1.28416555585775,0.579432,1.33971628390145
88,0.840909090909091,1.20302429896331,0.800134,1.29080366954776
88,0.852272727272727,1.18139685782268,0.800134,1.29191899393105
88,0.772727272727273,1.23301723361185,0.720291,1.27389716756893
89,0.640449438202247,1.26324831964909,0.577356,1.31440217736471
89,0.741573033707865,1.23330566010914,0.606546,1.33829887746846
89,0.696629213483146,1.25130608537631,0.735522,1.28732611338326
89,0.775280898876405,1.24457527944169,0.715227,1.27175391798517
89,0.831460674157303,1.20699324135024,0.767163,1.28059907511149
89,0.786516853932584,1.30050899608677,0.800134,1.2655338562903
89,0.865168539325843,1.17565689584993,0.774912,1.35850379578923
89,0.685393258426966,1.19781270248986,0.577198,1.34423008492066
89,0.696629213483146,1.22752597301129,0.597317,1.38032807752215
89,0.820224719101124,1.24299959187418,0.800134,1.26162111532249
89,0.707865168539326,1.21031685163517,0.642874,1.29625920423828
89,0.741573033707865,1.2932408771459,0.701035,1.27610010793661
89,0.820224719101124,1.15732870420263,0.800134,1.26906177708138
89,0.651685393258427,1.30150996450487,0.541282,1.34136532004057
89,0.696629213483146,1.21584275117287,0.720503,1.27417626365751
89,0.674157303370786,1.31311537064721,0.679262,1.28295445427184
89,0.842696629213483,1.16516595547258,0.800134,1.27796986078087
89,0.876404494382023,1.20473089300934,0.800134,1.36216417870887
89,0.674157303370786,1.24700236093008,0.574246,1.31697420846385
89,0.797752808988764,1.23996052336955,0.75569,1.27382392509681
89,NA,1.1023741228654,NA,1.3521627297429
89,0.629213483146067,1.31406442325355,0.640624,1.29575355987316
89,0.820224719101124,1.15683610056936,0.726689,1.329788463927
89,0.797752808988764,1.21856750364655,0.796658,1.26483147811636
89,NA,1.30125134800939,NA,1.30085085595384
89,0.764044943820225,1.21018808558532,0.715928,1.27888717854357
89,0.674157303370786,1.27294010816897,0.608768,1.31340292066501
89,0.752808988764045,1.25180230671285,0.720081,1.26996218669902
89,0.685393258426966,1.17752176711465,0.623795,1.30539398111598
89,0.775280898876405,1.22033490198334,0.690954,1.29762854299444
89,NA,1.04153924897659,NA,1.3984488456722
89,0.808988764044944,1.21338285388264,0.800134,1.2643433743187
89,0.707865168539326,1.27268672320171,0.701846,1.27628579225731
89,0.730337078651685,1.26898487798751,0.668696,1.28469668465364
89,0.651685393258427,1.33609259537132,0.590999,1.32864702979111
89,0.707865168539326,1.23668596672701,0.606043,1.31869018413816
89,0.741573033707865,1.10672758396352,0.655202,1.37558362905073
89,0.842696629213483,1.17074350831365,0.796062,1.27314877884174
89,0.797752808988764,1.18744358027678,0.800134,1.27370789701234
89,NA,1.19237616353765,NA,1.32701617955625
89,0.752808988764045,1.14288421106816,0.638519,1.32361724490607
89,0.696629213483146,1.25672813995753,0.592745,1.34360634275756
89,0.696629213483146,1.23603185659459,0.644714,1.29873004046779
89,0.775280898876405,1.22121978321455,0.690684,1.296419328226
89,0.741573033707865,1.15122318407007,0.588186,1.31377072547111
89,0.764044943820225,1.21721640037379,0.686953,1.30071553206496
89,0.730337078651685,1.325303301121,0.708076,1.27830990834289
89,0.741573033707865,1.30964552282791,0.709397,1.27259821456847
89,0.640449438202247,1.29645698891844,0.592934,1.32868440254268
89,0.797752808988764,1.21776938856038,0.738652,1.30524728256013
90,0.733333333333333,1.29652239503849,0.699902,1.27515784541982
90,0.755555555555556,1.21800774869523,0.632646,1.32565829397771
90,0.677777777777778,1.21545000358392,0.576965,1.36522348270541
90,0.755555555555556,1.2434524946099,0.725834,1.27674204715215
90,0.877777777777778,1.09079696427406,0.789806,1.3396400523176
90,0.833333333333333,1.28382717020987,0.800134,1.3169549167141
90,0.688888888888889,1.20998038008768,0.59801,1.36385720308609
90,0.755555555555556,1.22865611791126,0.720291,1.28075646508534
90,0.822222222222222,1.22151070062635,0.766022,1.29668528120165
90,0.777777777777778,1.124498843996,0.685124,1.36264224296457
90,0.811111111111111,1.20309338533301,0.781513,1.27283687474348
90,0.855555555555556,1.15241879325844,0.778161,1.32455978970726
90,0.766666666666667,1.28351185750127,0.76584,1.26689469940652
90,0.711111111111111,1.34509796002129,0.6593,1.30237673270698
90,0.711111111111111,1.23959750018748,0.684681,1.27814044777243
90,0.633333333333333,1.2614992892869,0.563458,1.28827843505911
90,0.655555555555556,1.27520342084116,0.635084,1.29259030519207
90,0.766666666666667,1.20755324894394,0.674725,1.29126980050483
90,0.677777777777778,1.33317071591074,0.649322,1.2887778926047
90,0.811111111111111,1.3192484862047,0.800134,1.27256834774801
90,0.733333333333333,1.23020281718716,0.630611,1.31297517677032
90,0.766666666666667,1.132214417053,0.734044,1.29631020798502
90,0.822222222222222,1.26431169120903,0.800134,1.27147525966372
90,0.8,1.15378069940438,0.677097,1.3367441253056
90,0.844444444444444,1.24635438301668,0.800134,1.28811557144145
90,0.8,1.28733420155565,0.749066,1.28771378599713
90,0.722222222222222,1.22141804781421,0.697485,1.27790751781567
90,0.811111111111111,1.20294286374629,0.712417,1.30684133678248
90,0.666666666666667,1.26570988131758,0.703628,1.30388746657285
90,0.622222222222222,1.27445338040919,0.571803,1.31459088585815
90,0.788888888888889,1.22416209746737,0.766804,1.27201147840725
90,0.877777777777778,1.10268299481701,0.800134,1.37276587955092
90,0.688888888888889,1.25400426905463,0.573134,1.35193715191919
90,0.666666666666667,1.31391502733352,0.645594,1.29027918296731
90,0.733333333333333,1.19771648578052,0.650807,1.30239209348978
90,0.766666666666667,1.11704675877314,0.681095,1.33287316401973
90,0.677777777777778,1.2225689722241,0.623126,1.32046399100301
90,0.755555555555556,1.24450892028173,0.715626,1.29034838185312
90,0.666666666666667,1.29143254399263,0.574432,1.32048621892177
90,0.777777777777778,1.22283710801415,0.708465,1.36505623804763
90,0.766666666666667,1.15996566678312,0.685645,1.32224526406854
90,0.744444444444444,1.24131445027356,0.748289,1.27123461425443
90,0.644444444444444,1.30988682445804,0.585935,1.31657465876006
90,0.711111111111111,1.27623486816226,0.708917,1.27742863082498
90,0.833333333333333,1.24343897765679,0.760992,1.2908494493619
90,0.7,1.34500969761885,0.663706,1.28956290872708
90,0.655555555555556,1.24767897816985,0.690212,1.28015261719266
90,0.677777777777778,1.23620817340741,0.669533,1.29015217411484
90,0.688888888888889,1.30996672699384,0.648437,1.29516407253392
90,0.777777777777778,1.26605855605362,0.800134,1.26707104635649
91,0.725274725274725,1.23052777852004,0.641319,1.303199278634
91,0.747252747252747,1.14331754802284,0.637152,1.34081304968234
91,0.681318681318681,1.29316402423807,0.723903,1.27532688464813
91,0.615384615384615,1.30831839051019,0.58796,1.30332535639751
91,0.725274725274725,1.23973689287539,0.679258,1.28628857582265
91,0.736263736263736,1.2421020408748,0.645114,1.34016496444746
91,0.791208791208791,1.31408822300806,0.760201,1.30050742368353
91,0.692307692307692,1.25131925946562,0.614628,1.29849867713792
91,0.681318681318681,1.34256355179966,0.665734,1.30293998949548
91,NA,1.23405522216874,NA,1.31184383081037
91,0.769230769230769,1.27769364703284,0.731557,1.27684835696128
91,0.791208791208791,1.24380309107428,0.800134,1.26203542932533
91,0.681318681318681,1.2359295199278,0.564803,1.36343639994883
91,0.692307692307692,1.22254688738679,0.692346,1.28084798044903
91,0.769230769230769,1.27279401913737,0.73623,1.26826266369954
91,0.692307692307692,1.27529927796971,0.646608,1.2849996635813
91,0.692307692307692,1.30179025073553,0.686633,1.28099019880986
91,0.758241758241758,1.22493280322063,0.678854,1.30784408984961
91,0.692307692307692,1.28844810799769,0.645636,1.29743817852287
91,0.791208791208791,1.16582916929259,0.783299,1.27559314243218
91,0.67032967032967,1.2829492172154,0.643444,1.29156126440414
91,0.736263736263736,1.19251687342603,0.704801,1.28319014087993
91,0.758241758241758,1.24772406669632,0.68816,1.2840397005422
91,0.791208791208791,1.25471822934527,0.721833,1.30468718169255
91,0.714285714285714,1.23315419473146,0.592055,1.35446326393989
91,0.714285714285714,1.24724094253467,0.663132,1.28821150355391
91,0.736263736263736,1.16046779532345,0.590158,1.41040327516918
91,0.692307692307692,1.21457626123791,0.602906,1.36999636743141
91,0.769230769230769,1.13890948361092,0.721791,1.29579400101073
91,0.747252747252747,1.26678179604013,0.742928,1.26772578421109
91,0.813186813186813,1.25542702334496,0.800134,1.26491016829117
91,0.648351648351648,1.28916361021273,0.597192,1.32775337134292
91,0.802197802197802,1.1695951813341,0.694031,1.33507035193513
91,0.791208791208791,1.28556159540233,0.734507,1.30833639036298
91,0.692307692307692,1.28603019646889,0.603338,1.38059210022907
91,0.714285714285714,1.17158406798052,0.67299,1.30495123149652
91,0.758241758241758,1.24311715748816,0.699621,1.27361269490592
91,0.736263736263736,1.16955386361021,0.621673,1.34911773712283
91,0.857142857142857,1.15336206526782,0.784568,1.2842298768364
91,0.692307692307692,1.34691487548501,0.720325,1.28786564709668
91,0.758241758241758,1.26545103138806,0.67931,1.32500239677084
91,0.736263736263736,1.24247313490781,0.644639,1.32523013199252
91,0.648351648351648,1.32414845379379,0.589924,1.30026920243277
91,0.802197802197802,1.26108615112794,0.776733,1.26556999821805
91,0.846153846153846,1.23712957020403,0.800134,1.31328213805782
91,0.703296703296703,1.21373545790774,0.597873,1.32393823303804
91,0.692307692307692,1.20742192424983,0.699172,1.30257492374086
91,NA,1.1523874139427,NA,1.30697502682185
91,0.791208791208791,1.21931425524337,0.759903,1.27546798497285
91,0.659340659340659,1.21722339519795,0.601096,1.30783419660396
92,0.771739130434783,1.14567132578479,0.681389,1.2922680907831
92,0.891304347826087,1.14614775704226,0.800134,1.43258855561016
92,0.684782608695652,1.22064326578869,0.603334,1.30684854199118
92,0.804347826086957,1.14560860522724,0.696425,1.32360918688209
92,0.83695652173913,1.2222127840747,0.800134,1.28681955797475
92,0.826086956521739,1.14346084750717,0.759205,1.28427941669182
92,0.619565217391304,1.3079945630908,0.616694,1.3041209504237
92,0.782608695652174,1.18619589649505,0.723258,1.28246583955381
92,0.684782608695652,1.23942320274763,0.599676,1.31629370201553
92,0.717391304347826,1.24529029598073,0.667429,1.28880179665417
92,0.641304347826087,1.28967351088145,0.572006,1.32003447121713
92,0.771739130434783,1.24690520167633,0.773043,1.26713753687768
92,0.652173913043478,1.28273686636613,0.618139,1.30762216315085
92,0.739130434782609,1.16374068007439,0.664366,1.29469273694036
92,0.760869565217391,1.31323237301601,0.757616,1.26862096619672
92,0.695652173913043,1.18811395841418,0.599584,1.3259861689667
92,0.771739130434783,1.31091834037634,0.800134,1.26531377333282
92,0.75,1.26749103782898,0.652399,1.2915874201477
92,NA,1.26266816346847,NA,1.30590273010298
92,0.717391304347826,1.1095579420394,0.59873,1.44096047529409
92,0.717391304347826,1.31954214285554,0.748724,1.27972882060136
92,0.706521739130435,1.24133200390106,0.691855,1.2858062369311
92,0.684782608695652,1.26991046268215,0.565942,1.3476591666337
92,0.782608695652174,1.27794329414224,0.723441,1.27383023363094
92,0.695652173913043,1.24785081260323,0.800134,1.30356935902377
92,0.847826086956522,1.21418351547359,0.791025,1.32456957494224
92,0.66304347826087,1.23240395965263,0.665595,1.28585987152733
92,0.815217391304348,1.24495370728644,0.715493,1.28842254805874
92,0.641304347826087,1.28869178939836,0.658884,1.28578077619798
92,0.717391304347826,1.17525190923169,0.662332,1.30438415776642
92,0.782608695652174,1.26461615982526,0.759964,1.28123999361417
92,0.652173913043478,1.2678615804471,0.657647,1.28420292884876
92,0.847826086956522,1.21754997296866,0.800134,1.28763176629739
92,0.673913043478261,1.28032679606759,0.648245,1.31366385633017
92,NA,1.1627133017904,NA,1.32514431390545
92,0.869565217391304,1.15476715358344,0.776157,1.33590614220606
92,0.793478260869565,1.21033529381327,0.727821,1.27638694976822
92,0.826086956521739,1.25000607654453,0.752305,1.3155719618872
92,0.608695652173913,1.34377646969048,0.597573,1.30456498479117
92,0.66304347826087,1.27960633603678,0.607905,1.29742202814521
92,0.728260869565217,1.20250850438551,0.655034,1.31562586191709
92,0.847826086956522,1.22919318571834,0.800134,1.29191097930914
92,NA,1.13269286594796,NA,1.35174462101438
92,0.771739130434783,1.15515047465181,0.703933,1.29952087887262
92,0.717391304347826,1.23156507442896,0.656954,1.30096566434567
92,0.684782608695652,1.31946092260411,0.701096,1.28056537365676
92,0.804347826086957,1.16732463634645,0.720034,1.33968549140062
92,0.695652173913043,1.25852005838597,0.675975,1.29792728201158
92,0.673913043478261,1.22785506411574,0.666679,1.28784893192605
92,0.641304347826087,1.25832370151259,0.614843,1.29828634003094
93,0.67741935483871,1.25734302151464,0.639942,1.3038169863994
93,0.655913978494624,1.33732222407746,0.68057,1.29305815946167
93,0.720430107526882,1.23550504301377,0.678474,1.2874495595042
93,0.67741935483871,1.2465938137832,0.641877,1.29125722104061
93,0.827956989247312,1.10673681332042,0.757749,1.32833775899367
93,0.817204301075269,1.26235166842596,0.796411,1.26633991284348
93,0.806451612903226,1.18318152179185,0.800134,1.2696710049073
93,0.741935483870968,1.30040409268356,0.695502,1.28941237438134
93,0.709677419354839,1.13062348048307,0.56603,1.3277559639907
93,0.709677419354839,1.28720758555859,0.682953,1.2794293083923
93,0.763440860215054,1.1189809941984,0.702601,1.30235906583801
93,0.817204301075269,1.28111267966749,0.769956,1.28085257376574
93,0.655913978494624,1.2414455507462,0.566793,1.34504295701964
93,0.838709677419355,1.19042627746604,0.800134,1.2776026908005
93,0.741935483870968,1.13481141421077,0.596163,1.33800325633796
93,0.731182795698925,1.33455913097158,0.711318,1.28544149799502
93,0.698924731182796,1.30127083662505,0.663133,1.29071879908086
93,0.709677419354839,1.21641646409704,0.632391,1.30175659887796
93,0.698924731182796,1.21702088936997,0.646653,1.29621269476828
93,0.827956989247312,1.22549247594682,0.740501,1.31482974750384
93,0.795698924731183,1.18193077751166,0.800134,1.27803520335709
93,0.623655913978495,1.32294413963931,0.559698,1.34117269438161
93,0.774193548387097,1.2640635808591,0.741355,1.2668006099987
93,0.763440860215054,1.20826246757513,0.703109,1.29108282549161
93,0.817204301075269,1.23375599202115,0.736118,1.29106127723164
93,0.806451612903226,1.12825185767652,0.753188,1.29354798766546
93,0.763440860215054,1.2888288035951,0.792422,1.27201260327032
93,0.870967741935484,1.15402558678124,0.784288,1.3553807174671
93,0.688172043010753,1.23605933967609,0.681927,1.28089901641855
93,0.666666666666667,1.25557103430405,0.694616,1.28500704706035
93,0.698924731182796,1.20702319785489,0.597416,1.34339123005814
93,0.698924731182796,1.24478467568745,0.689372,1.2787809195874
93,0.827956989247312,1.26298179522637,0.800134,1.26649423727698
93,0.849462365591398,1.15738478730671,0.800134,1.28545135010869
93,0.78494623655914,1.20153848536772,0.71068,1.28236858949817
93,0.817204301075269,1.2323714813787,0.78314,1.26730082652604
93,0.720430107526882,1.20342042166729,0.696351,1.28512522039076
93,0.774193548387097,1.28981859355505,0.743352,1.28420306972283
93,0.795698924731183,1.24182266644529,0.798908,1.26467525884157
93,0.67741935483871,1.26475489609291,0.668427,1.28133330807472
93,0.849462365591398,1.24973237414161,0.798693,1.29153265536416
93,0.795698924731183,1.22478264565304,0.78377,1.26804639944084
93,0.709677419354839,1.21299987408996,0.620027,1.2987309992223
93,0.709677419354839,1.24162384337244,0.69168,1.28140837757921
93,0.67741935483871,1.18685493387336,0.594954,1.4086987463603
93,0.688172043010753,1.14435929405189,0.555888,1.31772095340159
93,0.774193548387097,1.23418453986835,0.800134,1.2763263917915
93,0.774193548387097,1.21686773953469,0.742124,1.27825101781758
93,0.645161290322581,1.26421306232801,0.623557,1.29121948236141
93,0.666666666666667,1.22944487646917,0.621072,1.30034273008592
94,0.840425531914894,1.15162181096665,0.761506,1.31737060386784
94,0.851063829787234,1.20954179981894,0.800134,1.29034577767458
94,0.723404255319149,1.30916177390199,0.695778,1.27535102290691
94,0.765957446808511,1.19111639036782,0.695825,1.28069347730073
94,0.872340425531915,1.18741708018001,0.792171,1.33805399773787
94,0.776595744680851,1.12586288125177,0.702074,1.30975647058517
94,0.74468085106383,1.19455102108782,0.612695,1.31539512724221
94,0.75531914893617,1.29413434767491,0.631513,1.36080661501248
94,0.712765957446808,1.28807471532537,0.675773,1.276491759152
94,0.787234042553192,1.26567438307256,0.800134,1.26108305644548
94,0.723404255319149,1.13917165588294,0.614031,1.32021333506325
94,0.872340425531915,1.14457569959591,0.800134,1.32551804559795
94,0.829787234042553,1.20557227893928,0.800134,1.26517856657848
94,0.74468085106383,1.25169881880279,0.679731,1.30077942600292
94,0.776595744680851,1.16848428264333,0.708711,1.30196298474079
94,0.776595744680851,1.2440026129699,0.661702,1.36510134423685
94,0.893617021276596,1.03774282823429,0.800134,1.36656019408754
94,0.670212765957447,1.21885447441247,0.600319,1.3062974515472
94,0.648936170212766,1.25467265248286,0.633565,1.29205262187772
94,0.776595744680851,1.31644825650794,0.760777,1.2740778054227
94,0.787234042553192,1.19633501732729,0.713631,1.30202977689754
94,0.627659574468085,1.33432173957241,0.635087,1.33282572189002
94,0.840425531914894,1.1899178461055,0.773923,1.29820050255648
94,NA,1.22033639031188,NA,1.29959746569784
94,NA,1.24565489299199,NA,1.30996420828788
94,0.851063829787234,1.12871664067994,0.764973,1.3320855030163
94,0.723404255319149,1.22477760726328,0.649327,1.30140712725024
94,0.659574468085106,1.25442958524056,0.64679,1.2976627581751
94,0.75531914893617,1.24779367901262,0.73783,1.26886858378932
94,0.74468085106383,1.21568720241387,0.672477,1.29719136187544
94,0.797872340425532,1.34298242459601,0.79976,1.29874157482216
94,0.723404255319149,1.27663923635232,0.713101,1.27304538443813
94,0.723404255319149,1.21363589473854,0.660417,1.37281560521408
94,0.691489361702128,1.15635426051744,0.595797,1.34807361955309
94,0.734042553191489,1.23996750069179,0.706568,1.27796025975982
94,0.765957446808511,1.14031768421065,0.732065,1.29702331982481
94,0.765957446808511,1.25450777849561,0.706664,1.27655019246283
94,0.819148936170213,1.18475740722941,0.782448,1.27445576007651
94,0.670212765957447,1.27996617041833,0.666198,1.28361308674022
94,0.787234042553192,1.2041776674021,0.716288,1.28933222279619
94,0.808510638297872,1.13841029816836,0.738433,1.28257352873416
94,0.776595744680851,1.2990896349296,0.706649,1.28679554408951
94,0.776595744680851,1.3152944639276,0.750801,1.32526612730029
94,0.75531914893617,1.25329811068029,0.651193,1.30811063138289
94,0.734042553191489,1.2409237496409,0.727887,1.27612881626873
94,0.648936170212766,1.24897770542052,0.617305,1.30372033385363
94,0.797872340425532,1.26372814022965,0.777745,1.26442213738577
94,NA,1.16640407139093,NA,1.34703237259139
94,0.670212765957447,1.31753746177339,0.58176,1.32511347036525
94,0.659574468085106,1.230591880772,0.596898,1.30625381547074
95,0.757894736842105,1.12302272112209,0.601149,1.36266763870118
95,0.684210526315789,1.26120320939604,0.677806,1.3009545139353
95,0.736842105263158,1.31012946522431,0.692867,1.32087030838185
95,0.821052631578947,1.30528620395438,0.79651,1.28400550861584
95,0.757894736842105,1.33845660800608,0.718797,1.29883548684472
95,0.589473684210526,1.35538125890338,0.586981,1.35145808765374
95,0.684210526315789,1.2346172574938,0.683822,1.28036914530456
95,0.652631578947368,1.29628158047769,0.554929,1.35910444599756
95,0.778947368421053,1.22244252568165,0.748625,1.26799285729168
95,0.757894736842105,1.281381599949,0.751342,1.26721362551383
95,0.726315789473684,1.22629339016309,0.697859,1.27700230835604
95,0.705263157894737,1.28976858988542,0.69138,1.27725105984695
95,0.768421052631579,1.28707265905981,0.740761,1.28804222772438
95,0.778947368421053,1.23252924390871,0.720034,1.26848141732922
95,0.768421052631579,1.22549617692834,0.73974,1.27348707230525
95,0.715789473684211,1.2347700724107,0.674155,1.2868050236414
95,0.778947368421053,1.19303606930354,0.717504,1.27503782826797
95,0.694736842105263,1.30381837205196,0.727829,1.27970465369944
95,0.778947368421053,1.14688731423878,0.743106,1.29047636488701
95,0.715789473684211,1.18396215697356,0.689314,1.29537027301766
95,0.747368421052632,1.27981612674296,0.720034,1.29442779564601
95,0.726315789473684,1.18262945494711,0.581158,1.3175592301102
95,0.831578947368421,1.24631262981042,0.800134,1.28156417757169
95,0.757894736842105,1.18471515924181,0.671241,1.29654878240906
95,0.684210526315789,1.28505619599153,0.617889,1.29505556241829
95,0.852631578947368,1.14776426202137,0.800134,1.28249823142634
95,0.694736842105263,1.25648403543963,0.676649,1.29028213846565
95,0.873684210526316,1.08653556473742,0.730578,1.46042263876214
95,0.842105263157895,1.20378453678868,0.770595,1.32304821782974
95,0.842105263157895,1.19647213507312,0.785263,1.28872799170442
95,0.821052631578947,1.17695364293528,0.780231,1.28040166447958
95,0.778947368421053,1.23302142599807,0.705987,1.30136642112165
95,0.736842105263158,1.20758606058158,0.757609,1.28964136043506
95,0.8,1.25391726953587,0.774625,1.27231907955527
95,0.884210526315789,1.1138085190904,0.800134,1.394256475086
95,0.726315789473684,1.13360706984956,0.596572,1.33471793871397
95,NA,1.23143749062689,NA,1.30890915653996
