"m","value"
67,-1.32360696361731
67,-1.34643446284736
67,-1.29474867659613
67,-1.32052640983247
67,-1.50099119904944
67,-1.28865696612414
67,-1.31584016892304
68,-1.26765465415136
68,-1.31995001843066
68,-1.30249066018767
68,-1.31236865663182
68,-1.31053187884181
68,-1.31095689790089
68,-1.29676283068152
68,-1.83829506673056
68,-1.32494221106759
68,-1.3262098654796
68,-1.37401200029475
68,-1.31018853550588
68,-1.416372748291
68,-1.30356810650299
68,-1.29806496791395
68,-1.30206419798164
68,-1.34403414468086
68,-1.30565039977096
68,-1.29325797002477
68,-1.27771561128243
68,-1.28518670718961
68,-1.2999670250306
68,-1.27640874922891
68,-1.27193973375253
68,-1.31010359438588
68,-1.27219518382805
68,-1.2968942734314
68,-1.30943354933761
68,-1.27503086449498
68,-1.30625088668114
68,-1.33018749944681
68,-1.2619992974369
68,-1.3108032236417
68,-1.37938109993348
68,-1.43515686910867
68,-1.36156436863504
68,-1.30834146527685
68,-1.27787972341077
68,-1.32466102213951
68,-1.4710106120858
68,-1.29658404389412
68,-1.33316800922745
68,-1.35461703707784
68,-1.34302085234688
68,-1.29452918633074
68,-1.37127931484597
68,-1.28763975144899
68,-1.34238736193561
68,-1.31521130753597
69,-1.34133306682277
69,-1.31680183441745
69,-1.44637913841956
69,-1.31761626313869
69,-1.2886690206871
69,-1.37776286372454
69,-1.31903756836452
69,-1.26581201163348
69,-1.29507422507487
69,-1.46820825357587
69,-1.35100270624056
69,-1.27872956436794
69,-1.28552785332575
69,-1.26550588441542
69,-1.39191349346115
69,-1.40199291599525
69,-1.30482699701532
69,-1.39564215336355
69,-1.3226338711196
69,-1.29454538000664
69,-1.29278853145179
69,-1.295606989663
69,-1.32608508904636
69,-1.29668659808608
69,-1.33104785325413
69,-1.28055666246455
69,-1.2808631985222
69,-1.28284626086089
69,-1.31159582569919
69,-1.29253928746142
69,-1.30518379990333
69,-1.29265818725043
69,-1.29893118543924
69,-1.26675617993591
69,-1.29919360782949
69,-1.27009306843767
69,-1.31541790636994
69,-1.283312674648
69,-1.30929274973249
69,-1.30030120744209
69,-1.31311630907762
69,-1.27282034421404
69,-1.40701006279375
69,-1.33849122199494
69,-1.4319029772842
69,-1.33795320918558
69,-1.27260483320957
70,-1.32198378347612
70,-1.34933015550645
70,-1.32720735685444
70,-1.29574371978288
70,-1.40197522675808
70,-1.29030084413473
70,-1.29388975500426
70,-1.38005109094976
70,-1.30939652736189
70,-1.47385327878716
70,-1.28116665163139
70,-1.29447030579651
70,-1.27821312111836
70,-1.31146211228274
70,-1.34697338725348
70,-1.28525633729919
70,-1.36010477460382
70,-1.36380712016115
70,-1.2843599241901
70,-1.2675500893869
70,-1.27276712377933
70,-1.31657726712228
70,-1.29279078941852
70,-1.32462998885582
70,-1.33796301837415
70,-1.4557900225983
70,-1.38430624778396
70,-1.31733087834847
70,-1.3257487258932
70,-1.35066601847282
70,-1.28902784318181
70,-1.26170607653629
70,-1.33415819098133
70,-1.3156650728478
70,-1.28391961384861
70,-1.29846527477019
70,-1.31668872907188
70,-1.28419386376934
70,-1.44199362728668
70,-1.32952287215565
70,-1.30727293379956
70,-1.34391168542324
70,-1.29749360475089
70,-1.31058299081942
70,-1.28498547931182
70,-1.45378113906116
70,-1.31530667356031
70,-1.29578904290846
71,-1.34118938724739
71,-1.33732531124477
71,-1.27938189893116
71,-1.3393168707216
71,-1.3023041735864
71,-1.42684198121689
71,-1.33211372147165
71,-1.30369283278133
71,-1.32288384185924
71,-1.26969370189669
71,-1.30066719107521
71,-1.31852469094372
71,-1.28709764306475
71,-1.29166058814451
71,-1.28720312451354
71,-1.31280450751183
71,-1.288590853095
71,-1.26766577016334
71,-1.27663364372087
71,-1.26967114828758
71,-1.70360620586944
71,-1.32505104507604
71,-1.29467559519316
71,-1.32267483755753
71,-1.29833884741635
71,-1.35012726499982
71,-1.3271663690051
71,-1.32981460717792
71,-1.40546866251732
71,-1.46821022833862
71,-1.39261135148941
71,-1.29498795464872
71,-1.4295617414717
71,-1.28435789213028
71,-1.32727610832811
71,-1.34696637724181
71,-1.29404867727019
71,-1.26453252463398
71,-1.3701555708645
71,-1.42898378551271
71,-1.28383695792114
71,-1.33192948239035
71,-1.34604138985281
71,-1.30456241007007
71,-1.28152860622653
71,-1.39250311446465
72,-1.35847712972392
72,-1.28476397662992
72,-1.44608687387189
72,-1.28602578255335
72,-1.32579276186007
72,-1.29217331422628
72,-1.27463567468249
72,-1.28333093235735
72,-1.32370364130774
72,-1.36946004675322
72,-1.3475783909361
72,-1.43740649979889
72,-1.33272823043737
72,-1.31460430427593
72,-1.34457723831605
72,-1.26962148680881
72,-1.28060249991513
72,-1.27103745613351
72,-1.33694486077765
72,-1.29957425657996
72,-1.30844634579597
72,-1.33814713867432
72,-1.44723440926816
72,-1.28665252261211
72,-1.29316360892067
72,-1.36626808519595
72,-1.28867118582645
72,-1.29049400271977
72,-1.29265166320546
72,-1.28683446523505
72,-1.31258629234929
72,-1.31940988860034
72,-1.27010584777808
72,-1.32272684939742
72,-1.26791881328992
72,-1.26575216542819
72,-1.36320230898239
72,-1.30916360859013
72,-1.29438721580185
72,-1.26644084515851
72,-1.36156575820806
72,-1.33100636692196
72,-1.37831741404367
72,-1.32517598474393
72,-1.30094292157911
72,-1.30956485137757
72,-1.30255777580458
73,-1.39065954737577
73,-1.35446860301193
73,-1.34849692791528
73,-1.27516882153025
73,-1.32037290449478
73,-1.28516096468244
73,-1.45688451533037
73,-1.4168002587492
73,-1.3599062744573
73,-1.28305781064607
73,-1.31711638350764
73,-1.27607730573484
73,-1.27542431414177
73,-1.32640803379119
73,-1.38946756612555
73,-1.27672490294823
73,-1.346821624707
73,-1.30539865130893
73,-1.29144448687479
73,-1.27822622305924
73,-1.27551056978489
73,-1.31518395011517
73,-1.29815546809781
73,-1.29835032525384
73,-1.2824831389784
73,-1.28487345382361
73,-1.29758636826157
73,-1.29260172455098
73,-1.30782290112239
73,-1.26603241058525
73,-1.27705271776154
73,-1.33469362534431
73,-1.274745528352
73,-1.37352313237541
73,-1.28167960292584
73,-1.3219381960707
73,-1.41451244724645
73,-1.28209333608512
73,-1.27756960229879
73,-1.38915456900403
73,-1.4129711013099
73,-1.30556309127351
73,-1.29296473865334
73,-1.35970172083624
73,-1.30110292515678
74,-1.40974172059176
74,-1.29242399618516
74,-1.2781557499004
74,-1.32785292876314
74,-1.37434323166253
74,-1.29962709730943
74,-1.29357922296249
74,-1.33228182614295
74,-1.45871094037275
74,-1.27294932877908
74,-1.2863217515497
74,-1.27686531913083
74,-1.32709913490558
74,-1.28184983275001
74,-1.27016216295327
74,-1.38680769480593
74,-1.30252007145618
74,-1.30935072169616
74,-1.30084914884867
74,-1.31719155344971
74,-1.29838599724894
74,-1.3487700773637
74,-1.32002504492239
74,-1.27153823103662
74,-1.2899062597449
74,-1.31541574617664
74,-1.35905667457622
74,-1.35736466370461
74,-1.31582879660248
74,-1.29835576539818
74,-1.48849671568247
74,-1.33366584162716
74,-1.29908236823072
74,-1.34957040759517
74,-1.3322338444382
74,-1.292442732799
74,-1.30278507765614
74,-1.3422028471931
74,-1.26974255324099
74,-1.37508289616466
74,-1.3547668595673
74,-1.31598049709818
74,-1.280255601981
74,-1.44408947232428
74,-1.29985905002684
74,-1.30634466469369
75,-1.37574060120371
75,-1.28007304362165
75,-1.29325596343161
75,-1.28036773104782
75,-1.27228824763839
75,-1.27784164641879
75,-1.28172371780526
75,-1.31813738988906
75,-1.30610837427298
75,-1.38815131123963
75,-1.27001672918158
75,-1.29366207912611
75,-1.30310202217564
75,-1.28132259259058
75,-1.27723109711174
75,-1.30615322761552
75,-1.26483282384376
75,-1.26985585503038
75,-1.31107368777626
75,-1.29573871564188
75,-1.42244340728481
75,-1.26119839071424
75,-1.31356704852721
75,-1.29583034130242
75,-1.34387131600368
75,-1.29832965082569
75,-1.3436337739924
75,-1.27600347532359
75,-1.31902242669164
75,-1.42123519803015
75,-1.28536821565653
75,-1.34090367704643
75,-1.35912049559089
75,-1.30118063418868
75,-1.29588478247511
75,-1.36372675734445
75,-1.3352833178195
75,-1.28268387402412
75,-1.32329386887931
75,-1.30961286426705
75,-1.27583908985076
75,-1.3512718111704
75,-1.33039629425533
75,-1.28184741243439
75,-1.26424740981674
75,-1.29362103748321
75,-1.27853781999724
76,-1.27747455471745
76,-1.33907185464404
76,-1.32371804174062
76,-1.30643851052572
76,-1.30650306787479
76,-1.33041170332934
76,-1.31025198536367
76,-1.31299568893793
76,-1.32913236845466
76,-1.26253101672572
76,-1.37188927086105
76,-1.28978494263092
76,-1.28843963719707
76,-1.27636453148475
76,-1.28781196389154
76,-1.33701889387998
76,-1.32521695648519
76,-1.34015250834718
76,-1.31811850133382
76,-1.28067541844944
76,-1.31036847029268
76,-1.32261668269473
76,-1.35552883677482
76,-1.29037308885658
76,-1.3463894583021
76,-1.29549624475197
76,-1.31261569076995
76,-1.26312805184319
76,-1.41673933590498
76,-1.30762696207328
76,-1.31296535998523
76,-1.26665068468531
76,-1.28658202342639
76,-1.27267531862108
76,-1.28872544566789
76,-1.43560851455787
76,-1.2783126063606
76,-1.26944380066063
76,-1.32733166487444
76,-1.61435108265865
76,-1.39252456508914
76,-1.37919535888295
76,-1.26840936414975
76,-1.30232382233685
76,-1.33029385013407
76,-1.36185910432167
76,-1.31437362876259
77,-1.29588621095389
77,-1.32229328134952
77,-1.3453803187331
77,-1.27609314627631
77,-1.32209779797161
77,-1.36638634493422
77,-1.26489261882947
77,-1.311889443945
77,-1.31023972973769
77,-1.32116578348118
77,-1.38773490199852
77,-1.29889839256517
77,-1.30061897397798
77,-1.32805800551668
77,-1.29416249604948
77,-1.29099185093199
77,-1.30553489747887
77,-1.43329106760455
77,-1.31352741567274
77,-1.28888008638556
77,-1.27949800097523
77,-1.28897792088731
77,-1.34627857036324
77,-1.27907138281224
77,-1.3136307868888
77,-1.38722609374185
77,-1.28625768339575
77,-1.30712023952155
77,-1.30781658335899
77,-1.37520834609557
77,-1.34537201404048
77,-1.30510017357539
77,-1.33950655601093
77,-1.26313740019842
77,-1.29330981207945
77,-1.35419958126029
77,-1.27185106895615
77,-1.31909219436408
77,-1.31291531981844
77,-1.29260074375307
77,-1.27695739941685
77,-1.29298553055464
77,-1.35028698865781
77,-1.29074791342347
77,-1.42562286909408
77,-1.34231993749871
78,-1.26654708884598
78,-1.27369912444283
78,-1.27482825059669
78,-1.27799914739405
78,-1.27673410343293
78,-1.35701524038575
78,-1.35139254202041
78,-1.30764874073654
78,-1.28119884759078
78,-1.32525565520038
78,-1.35822966343291
78,-1.33382302977542
78,-1.4162162352726
78,-1.27316710032514
78,-1.28868915780555
78,-1.28920872965724
78,-1.43050204628105
78,-1.29325663939824
78,-1.31980734773697
78,-1.30527369748324
78,-1.30376325653163
78,-1.34748843107786
78,-1.29318156824418
78,-1.27702114208341
78,-1.28710378160149
78,-1.33786223152032
78,-1.27836781986398
78,-1.26374133510283
78,-1.29035429062628
78,-1.34712742009238
78,-1.37050816497864
78,-1.38004497549317
78,-1.34559177055951
78,-1.39329589153688
78,-1.30443862655626
78,-1.32514866017661
78,-1.26853390390481
78,-1.29128280097066
78,-1.30379515856406
78,-1.26980905288648
78,-1.39429084620742
78,-1.27761182758272
78,-1.35023566155655
78,-1.29392854942931
78,-1.30188271538377
78,-1.28431411718918
78,-1.30349280639876
79,-1.34490574593469
79,-1.31952124146092
79,-1.28317541320243
79,-1.28433775384315
79,-1.27104758730031
79,-1.31002173875373
79,-1.2863489584205
79,-1.29841553242824
79,-1.41918617495122
79,-1.28091821879318
79,-1.29480014728997
79,-1.27525336079991
79,-1.31214421580965
79,-1.33439809491251
79,-1.32259959147798
79,-1.28596549621965
79,-1.32878329442794
79,-1.28591427066424
79,-1.41924752950884
79,-1.33446894535597
79,-1.29415372156098
79,-1.40685428283611
79,-1.30227988368939
79,-1.29382345526271
79,-1.270836282993
79,-1.34926357791291
79,-1.29606109890879
79,-1.30243082206545
79,-1.27649283565385
79,-1.31925120509597
79,-1.41298802989892
79,-1.33596556515152
79,-1.3040751771261
79,-1.34685069542935
79,-1.35788906656659
79,-1.28115906996991
79,-1.30654454446389
79,-1.3458038276575
79,-1.44957072428791
79,-1.28414077072845
79,-1.29133312848447
79,-1.36666154703282
79,-1.30540285727962
79,-1.2933452645398
79,-1.33738687614079
79,-1.41010553153134
79,-1.28808729091063
80,-1.30063140287997
80,-1.45793004168304
80,-1.34902201477157
80,-1.30553205344822
80,-1.31357700463265
80,-1.2794807582007
80,-1.26515359119132
80,-1.28501156713624
80,-1.3322594635802
80,-1.26199075606833
80,-1.33417665140611
80,-1.28898371147269
80,-1.26648048207794
80,-1.28445478445926
80,-1.30325155464696
80,-1.29482647364022
80,-1.29589742155346
80,-1.26875097877472
80,-1.2957492909117
80,-1.27204823960782
80,-1.28406935219692
80,-1.30690440288008
80,-1.3859210735142
80,-1.27465380828298
80,-1.26273500276058
80,-1.39665121966047
80,-1.27020998002076
80,-1.294231670373
80,-1.38430651654083
80,-1.36268608973994
80,-1.28391619949799
80,-1.30487833348988
80,-1.27656073507507
80,-1.31524861098919
80,-1.28105297813741
80,-1.32287056380423
80,-1.30890704205718
80,-1.29863651546687
80,-1.3015082937384
80,-1.31065104620305
80,-1.28423803012583
80,-1.29513342709529
80,-1.46384137273468
80,-1.40086998001956
80,-1.40526387688237
81,-1.2792377846875
81,-1.33730230587339
81,-1.26824204915514
81,-1.30163527769804
81,-1.31039667139201
81,-1.31143728681264
81,-1.28249276185875
81,-1.30778253608115
81,-1.31504613996437
81,-1.31043396779082
81,-1.2887825724067
81,-1.27770320794108
81,-1.33769923347392
81,-1.28476301868593
81,-1.33260409207244
81,-1.28500196371938
81,-1.39320134980291
81,-1.26574678141643
81,-1.31079906349481
81,-1.28396892313932
81,-1.31076155962443
81,-1.31569437956263
81,-1.26547078055969
81,-1.30804473055101
81,-1.28850323045802
81,-1.38185294328784
81,-1.30011232263081
81,-1.41141058017955
81,-1.27355286304257
81,-1.2976998293444
81,-1.38527787090369
81,-1.30777545934163
81,-1.31165561193472
81,-1.26512818300796
81,-1.41291620828791
81,-1.28357966495572
81,-1.2649609271451
81,-1.2835480173182
81,-1.32676345558692
81,-1.27453134972346
81,-1.3039616391856
81,-1.28002550267019
81,-1.29921403528828
81,-1.30202647448403
81,-1.31799605184053
81,-1.30329519044301
82,-1.28414776718958
82,-1.33719305958158
82,-1.32189348768807
82,-1.28878779234053
82,-1.28966661043125
82,-1.33769417145811
82,-1.272054885826
82,-1.30864907417511
82,-1.27438776667242
82,-1.29276822363104
82,-1.2634143077544
82,-1.29248111329836
82,-1.28465172824119
82,-1.28290665520116
82,-1.27895492806752
82,-1.27027404931343
82,-1.27567474972294
82,-1.29821129178608
82,-1.38446518995712
82,-1.29041748284855
82,-1.3217374821658
82,-1.30800694479628
82,-1.44478182344033
82,-1.36269756121467
82,-1.29117271862637
82,-1.27009049802549
82,-1.28544069934977
82,-1.31366890995277
82,-1.30722085124522
82,-1.35754557211819
82,-1.32115671261362
82,-1.27195610350169
82,-1.35424046016592
82,-1.27896763576649
82,-1.27364771701454
82,-1.44888058326532
82,-1.29166718119573
82,-1.30744024210874
82,-1.30383185133417
82,-1.40031828353813
82,-1.32826617208011
82,-1.28440796061504
82,-1.29863424229386
82,-1.27808644599621
82,-1.35098563136944
82,-1.37402855109978
82,-1.29568142463245
83,-1.27844655114512
83,-1.27172753503482
83,-1.30956431359257
83,-1.34001100297361
83,-1.3371843869322
83,-1.28292414596552
83,-1.29925299330739
83,-1.30520013767296
83,-1.34395789208679
83,-1.29150589949355
83,-1.38176514072568
83,-1.3166775481434
83,-1.29698232468416
83,-1.35644521015482
83,-1.28169188652654
83,-1.3604572630741
83,-1.28285828028722
83,-1.28478792401681
83,-1.31000575828589
83,-1.28935935760149
83,-1.30273460661157
83,-1.26957595352678
83,-1.28246829946119
83,-1.29312243657174
83,-1.27580938170072
83,-1.298784341198
83,-1.32142791777602
83,-1.28794213614375
83,-1.37998577172478
83,-1.34760460158794
83,-1.34491166233189
83,-1.29466649878486
83,-1.38883383846888
83,-1.31605796524738
83,-1.27536881118285
83,-1.29632413274735
83,-1.32403496914985
83,-1.27387173761195
83,-1.2777201397393
83,-1.33928923557577
83,-1.31360115034364
83,-1.335681167126
83,-1.36066184421846
83,-1.30417754396831
83,-1.27182099401367
83,-1.28715917799755
83,-1.29418810069642
83,-1.33459854333983
83,-1.29326366519179
84,-1.32544732805773
84,-1.27298245419358
84,-1.33860659777634
84,-1.32967095310599
84,-1.28388579365831
84,-1.29934040862829
84,-1.32906836270887
84,-1.2805370159528
84,-1.28896325049423
84,-1.32951006000407
84,-1.34010321104464
84,-1.29056559844478
84,-1.31303217050305
84,-1.28795426067701
84,-1.32848951665117
84,-1.30552593903981
84,-1.34220309282901
84,-1.32776525792372
84,-1.33237548899714
84,-1.27201526231731
84,-1.27559441064628
84,-1.30894823127439
84,-1.34015058113708
84,-1.28849454157776
84,-1.41009796221001
84,-1.29118063809771
84,-1.29899986002917
84,-1.41187589305577
84,-1.41145200138284
84,-1.29174424888614
84,-1.29217489341382
84,-1.31482568498289
84,-1.40923327118409
84,-1.33671189416122
84,-1.35555719823171
84,-1.26908072838315
84,-1.3039769678178
84,-1.31436797834634
84,-1.28146301838844
84,-1.34667957377281
84,-1.26823926408771
84,-1.34646419870276
84,-1.28613730757172
84,-1.29267586421545
84,-1.2818458606063
84,-1.27948034201305
84,-1.29074485447937
84,-1.26865323601765
85,-1.29014997591577
85,-1.2736059207804
85,-1.40214843862902
85,-1.30160695839816
85,-1.30657329228473
85,-1.27941361583715
85,-1.27566117907044
85,-1.27388539090848
85,-1.29837596799687
85,-1.29303851006157
85,-1.30553124545316
85,-1.31603213416281
85,-1.29563297778976
85,-1.26354679873586
85,-1.29864190622081
85,-1.34334522272739
85,-1.31297200944671
85,-1.31332870096839
85,-1.27458588244855
85,-1.28453346746004
85,-1.27840019980436
85,-1.39081186898639
85,-1.27069946405798
85,-1.34370650663411
85,-1.31725662300589
85,-1.28205969312513
85,-1.2840131184672
85,-1.32721133868227
85,-1.27952597094838
85,-1.30041471496671
85,-1.28774576222161
85,-1.28254865375329
85,-1.30571260079861
85,-1.27799430167877
85,-1.30195006444414
85,-1.28294254216517
85,-1.34790943830782
85,-1.35736042513549
85,-1.30374316241181
85,-1.28786550125268
85,-1.30037397469036
85,-1.28161073975123
85,-1.33134630048815
85,-1.33241193275371
85,-1.33883804850343
85,-1.29273114644905
85,-1.31309203824515
85,-1.29278204520944
86,-1.26914902396048
86,-1.33373070145451
86,-1.46486245501103
86,-1.32732323364705
86,-1.2967993260129
86,-1.34200842194677
86,-1.31878828606108
86,-1.29287797976773
86,-1.27957260913981
86,-1.33227138849737
86,-1.32958387570247
86,-1.31351452672041
86,-1.28096899325664
86,-1.34708758873174
86,-1.27394814891912
86,-1.2715136190738
86,-1.28896139489939
86,-1.30470420321133
86,-1.29307534187478
86,-1.27485364908185
86,-1.32120949282213
86,-1.3264643724213
86,-1.27273549575086
86,-1.28313371500456
86,-1.28095732639345
86,-1.28283938916821
86,-1.26787727948708
86,-1.27460007649086
86,-1.31129793568956
86,-1.28485717077986
86,-1.3038450198381
86,-1.26789007667602
86,-1.28428056579271
86,-1.2832408185452
86,-1.33107263217916
86,-1.3491608954313
86,-1.3039401204983
86,-1.29710568141694
86,-1.31026585154034
86,-1.29546688118196
86,-1.27918698338143
86,-1.28452265640563
86,-1.42976367018561
86,-1.31307355078593
86,-1.29732785547791
86,-1.30866114615492
86,-1.3303582252733
86,-1.30332305079772
86,-1.3390355197177
86,-1.28077240026814
87,-1.26966014621082
87,-1.33387758766034
87,-1.28272260341046
87,-1.27182325762454
87,-1.29875474611923
87,-1.3073148891179
87,-1.44964012781188
87,-1.31819439223162
87,-1.32745895375774
87,-1.28297139631166
87,-1.32673855110597
87,-1.28645493715792
87,-1.31209253338612
87,-1.27261914335783
87,-1.31317416182363
87,-1.33558080787216
87,-1.30288181596887
87,-1.27597185659054
87,-1.33952127026041
87,-1.28439717843952
87,-1.28593024809835
87,-1.34340877299829
87,-1.33985310637773
87,-1.31330567398577
87,-1.30781440061456
87,-1.27873838200843
87,-1.32688640001876
87,-1.31805223419198
87,-1.2717975641846
87,-1.27799102246496
87,-1.31286726969869
87,-1.30321763486042
87,-1.31590118737
87,-1.3054195627671
87,-1.27711408830113
87,-1.27013796083182
87,-1.28576568570609
87,-1.28440509884458
87,-1.26510321383448
87,-1.29603511599512
87,-1.30552213464931
87,-1.35510175486321
87,-1.31129881043411
87,-1.2954340170267
87,-1.27641026539182
87,-1.27279293410642
88,-1.4212473237528
88,-1.36203391273772
88,-1.29429899623423
88,-1.28662001246714
88,-1.28343453817161
88,-1.27481244568333
88,-1.366988907594
88,-1.31617688815159
88,-1.30701965563418
88,-1.36785894157371
88,-1.28191291757422
88,-1.27862645474809
88,-1.27752486786376
88,-1.27805650626466
88,-1.37542421341894
88,-1.28627631934064
88,-1.27556591566449
88,-1.32791815085818
88,-1.31191329380921
88,-1.30045809978602
88,-1.28688976616296
88,-1.37864990811638
88,-1.37296305749681
88,-1.29940922462243
88,-1.31831559997091
88,-1.3075500815304
88,-1.26526029053732
88,-1.29043282527968
88,-1.3019891623855
88,-1.28297527277916
88,-1.28876699519079
88,-1.32192399555944
88,-1.30090631055162
88,-1.28852932339632
88,-1.33101446194681
88,-1.2762555180837
88,-1.26997389362959
88,-1.29930919099905
88,-1.37241311094133
88,-1.36436283756916
88,-1.33093919430643
88,-1.29225709404919
88,-1.26566905549731
88,-1.33971628390145
88,-1.29080366954776
88,-1.29191899393105
88,-1.27389716756893
89,-1.31440217736471
89,-1.33829887746846
89,-1.28732611338326
89,-1.27175391798517
89,-1.28059907511149
89,-1.2655338562903
89,-1.35850379578923
89,-1.34423008492066
89,-1.38032807752215
89,-1.26162111532249
89,-1.29625920423828
89,-1.27610010793661
89,-1.26906177708138
89,-1.34136532004057
89,-1.27417626365751
89,-1.28295445427184
89,-1.27796986078087
89,-1.36216417870887
89,-1.31697420846385
89,-1.27382392509681
89,-1.29575355987316
89,-1.329788463927
89,-1.26483147811636
89,-1.27888717854357
89,-1.31340292066501
89,-1.26996218669902
89,-1.30539398111598
89,-1.29762854299444
89,-1.2643433743187
89,-1.27628579225731
89,-1.28469668465364
89,-1.32864702979111
89,-1.31869018413816
89,-1.37558362905073
89,-1.27314877884174
89,-1.27370789701234
89,-1.32361724490607
89,-1.34360634275756
89,-1.29873004046779
89,-1.296419328226
89,-1.31377072547111
89,-1.30071553206496
89,-1.27830990834289
89,-1.27259821456847
89,-1.32868440254268
89,-1.30524728256013
90,-1.27515784541982
90,-1.32565829397771
90,-1.36522348270541
90,-1.27674204715215
90,-1.3396400523176
90,-1.3169549167141
90,-1.36385720308609
90,-1.28075646508534
90,-1.29668528120165
90,-1.36264224296457
90,-1.27283687474348
90,-1.32455978970726
90,-1.26689469940652
90,-1.30237673270698
90,-1.27814044777243
90,-1.28827843505911
90,-1.29259030519207
90,-1.29126980050483
90,-1.2887778926047
90,-1.27256834774801
90,-1.31297517677032
90,-1.29631020798502
90,-1.27147525966372
90,-1.3367441253056
90,-1.28811557144145
90,-1.28771378599713
90,-1.27790751781567
90,-1.30684133678248
90,-1.30388746657285
90,-1.31459088585815
90,-1.27201147840725
90,-1.37276587955092
90,-1.35193715191919
90,-1.29027918296731
90,-1.30239209348978
90,-1.33287316401973
90,-1.32046399100301
90,-1.29034838185312
90,-1.32048621892177
90,-1.36505623804763
90,-1.32224526406854
90,-1.27123461425443
90,-1.31657465876006
90,-1.27742863082498
90,-1.2908494493619
90,-1.28956290872708
90,-1.28015261719266
90,-1.29015217411484
90,-1.29516407253392
90,-1.26707104635649
91,-1.303199278634
91,-1.34081304968234
91,-1.27532688464813
91,-1.30332535639751
91,-1.28628857582265
91,-1.34016496444746
91,-1.30050742368353
91,-1.29849867713792
91,-1.30293998949548
91,-1.27684835696128
91,-1.26203542932533
91,-1.36343639994883
91,-1.28084798044903
91,-1.26826266369954
91,-1.2849996635813
91,-1.28099019880986
91,-1.30784408984961
91,-1.29743817852287
91,-1.27559314243218
91,-1.29156126440414
91,-1.28319014087993
91,-1.2840397005422
91,-1.30468718169255
91,-1.35446326393989
91,-1.28821150355391
91,-1.41040327516918
91,-1.36999636743141
91,-1.29579400101073
91,-1.26772578421109
91,-1.26491016829117
91,-1.32775337134292
91,-1.33507035193513
91,-1.30833639036298
91,-1.38059210022907
91,-1.30495123149652
91,-1.27361269490592
91,-1.34911773712283
91,-1.2842298768364
91,-1.28786564709668
91,-1.32500239677084
91,-1.32523013199252
91,-1.30026920243277
91,-1.26556999821805
91,-1.31328213805782
91,-1.32393823303804
91,-1.30257492374086
91,-1.27546798497285
91,-1.30783419660396
92,-1.2922680907831
92,-1.43258855561016
92,-1.30684854199118
92,-1.32360918688209
92,-1.28681955797475
92,-1.28427941669182
92,-1.3041209504237
92,-1.28246583955381
92,-1.31629370201553
92,-1.28880179665417
92,-1.32003447121713
92,-1.26713753687768
92,-1.30762216315085
92,-1.29469273694036
92,-1.26862096619672
92,-1.3259861689667
92,-1.26531377333282
92,-1.2915874201477
92,-1.44096047529409
92,-1.27972882060136
92,-1.2858062369311
92,-1.3476591666337
92,-1.27383023363094
92,-1.30356935902377
92,-1.32456957494224
92,-1.28585987152733
92,-1.28842254805874
92,-1.28578077619798
92,-1.30438415776642
92,-1.28123999361417
92,-1.28420292884876
92,-1.28763176629739
92,-1.31366385633017
92,-1.33590614220606
92,-1.27638694976822
92,-1.3155719618872
92,-1.30456498479117
92,-1.29742202814521
92,-1.31562586191709
92,-1.29191097930914
92,-1.29952087887262
92,-1.30096566434567
92,-1.28056537365676
92,-1.33968549140062
92,-1.29792728201158
92,-1.28784893192605
92,-1.29828634003094
93,-1.3038169863994
93,-1.29305815946167
93,-1.2874495595042
93,-1.29125722104061
93,-1.32833775899367
93,-1.26633991284348
93,-1.2696710049073
93,-1.28941237438134
93,-1.3277559639907
93,-1.2794293083923
93,-1.30235906583801
93,-1.28085257376574
93,-1.34504295701964
93,-1.2776026908005
93,-1.33800325633796
93,-1.28544149799502
93,-1.29071879908086
93,-1.30175659887796
93,-1.29621269476828
93,-1.31482974750384
93,-1.27803520335709
93,-1.34117269438161
93,-1.2668006099987
93,-1.29108282549161
93,-1.29106127723164
93,-1.29354798766546
93,-1.27201260327032
93,-1.3553807174671
93,-1.28089901641855
93,-1.28500704706035
93,-1.34339123005814
93,-1.2787809195874
93,-1.26649423727698
93,-1.28545135010869
93,-1.28236858949817
93,-1.26730082652604
93,-1.28512522039076
93,-1.28420306972283
93,-1.26467525884157
93,-1.28133330807472
93,-1.29153265536416
93,-1.26804639944084
93,-1.2987309992223
93,-1.28140837757921
93,-1.4086987463603
93,-1.31772095340159
93,-1.2763263917915
93,-1.27825101781758
93,-1.29121948236141
93,-1.30034273008592
94,-1.31737060386784
94,-1.29034577767458
94,-1.27535102290691
94,-1.28069347730073
94,-1.33805399773787
94,-1.30975647058517
94,-1.31539512724221
94,-1.36080661501248
94,-1.276491759152
94,-1.26108305644548
94,-1.32021333506325
94,-1.32551804559795
94,-1.26517856657848
94,-1.30077942600292
94,-1.30196298474079
94,-1.36510134423685
94,-1.36656019408754
94,-1.3062974515472
94,-1.29205262187772
94,-1.2740778054227
94,-1.30202977689754
94,-1.33282572189002
94,-1.29820050255648
94,-1.3320855030163
94,-1.30140712725024
94,-1.2976627581751
94,-1.26886858378932
94,-1.29719136187544
94,-1.29874157482216
94,-1.27304538443813
94,-1.37281560521408
94,-1.34807361955309
94,-1.27796025975982
94,-1.29702331982481
94,-1.27655019246283
94,-1.27445576007651
94,-1.28361308674022
94,-1.28933222279619
