"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2018/05/01","00:00","2.155","-","2.33"
"2018/05/01","00:06","2.09","-","2.24"
"2018/05/01","00:12","2.03","-","2.18"
"2018/05/01","00:18","1.974","-","2.09"
"2018/05/01","00:24","1.923","-","2"
"2018/05/01","00:30","1.877","-","1.95"
"2018/05/01","00:36","1.835","-","1.88"
"2018/05/01","00:42","1.799","-","1.88"
"2018/05/01","00:48","1.768","-","1.86"
"2018/05/01","00:54","1.742","-","1.84"
"2018/05/01","01:00","1.721","-","1.85"
"2018/05/01","01:06","1.706","-","1.81"
"2018/05/01","01:12","1.696","-","1.82"
"2018/05/01","01:18","1.691","-","1.82"
"2018/05/01","01:24","1.691","-","1.81"
"2018/05/01","01:30","1.696","-","1.8"
"2018/05/01","01:36","1.707","-","1.8"
"2018/05/01","01:42","1.723","-","1.82"
"2018/05/01","01:48","1.743","-","1.81"
"2018/05/01","01:54","1.769","-","1.84"
"2018/05/01","02:00","1.799","-","1.91"
"2018/05/01","02:06","1.835","-","1.96"
"2018/05/01","02:12","1.874","-","2"
"2018/05/01","02:18","1.919","-","2.04"
"2018/05/01","02:24","1.968","-","2.05"
"2018/05/01","02:30","2.021","-","2.09"
"2018/05/01","02:36","2.079","-","2.12"
"2018/05/01","02:42","2.14","-","2.25"
"2018/05/01","02:48","2.206","-","2.33"
"2018/05/01","02:54","2.275","-","2.36"
"2018/05/01","03:00","2.348","-","2.43"
"2018/05/01","03:06","2.424","-","2.51"
"2018/05/01","03:12","2.503","-","2.62"
"2018/05/01","03:18","2.586","-","2.73"
"2018/05/01","03:24","2.671","-","2.84"
"2018/05/01","03:30","2.758","-","2.92"
"2018/05/01","03:36","2.848","-","3.04"
"2018/05/01","03:42","2.94","-","3.1"
"2018/05/01","03:48","3.034","-","3.16"
"2018/05/01","03:54","3.129","-","3.29"
"2018/05/01","04:00","3.226","-","3.36"
"2018/05/01","04:06","3.324","-","3.46"
"2018/05/01","04:12","3.422","-","3.57"
"2018/05/01","04:18","3.522","-","3.66"
"2018/05/01","04:24","3.621","-","3.76"
"2018/05/01","04:30","3.721","-","3.84"
"2018/05/01","04:36","3.82","-","3.97"
"2018/05/01","04:42","3.919","-","4.01"
"2018/05/01","04:48","4.018","-","4.15"
"2018/05/01","04:54","4.116","-","4.27"
"2018/05/01","05:00","4.212","-","4.37"
"2018/05/01","05:06","4.308","-","4.44"
"2018/05/01","05:12","4.403","-","4.5"
"2018/05/01","05:18","4.496","-","4.6"
"2018/05/01","05:24","4.587","-","4.64"
"2018/05/01","05:30","4.677","-","4.73"
"2018/05/01","05:36","4.764","-","4.82"
"2018/05/01","05:42","4.85","-","4.94"
"2018/05/01","05:48","4.933","-","4.99"
"2018/05/01","05:54","5.013","-","5.09"
"2018/05/01","06:00","5.092","-","5.12"
"2018/05/01","06:06","5.167","-","5.21"
"2018/05/01","06:12","5.239","-","5.31"
"2018/05/01","06:18","5.308","-","5.42"
"2018/05/01","06:24","5.374","-","5.48"
"2018/05/01","06:30","5.435","-","5.57"
"2018/05/01","06:36","5.494","-","5.6"
"2018/05/01","06:42","5.548","-","5.64"
"2018/05/01","06:48","5.597","-","5.73"
"2018/05/01","06:54","5.642","-","5.8"
"2018/05/01","07:00","5.683","-","5.86"
"2018/05/01","07:06","5.718","-","5.88"
"2018/05/01","07:12","5.748","-","5.9"
"2018/05/01","07:18","5.773","-","5.97"
"2018/05/01","07:24","5.792","-","5.98"
"2018/05/01","07:30","5.805","-","6"
"2018/05/01","07:36","5.812","-","6.02"
"2018/05/01","07:42","5.812","-","5.96"
"2018/05/01","07:48","5.806","-","6"
"2018/05/01","07:54","5.794","-","5.95"
"2018/05/01","08:00","5.774","-","5.92"
"2018/05/01","08:06","5.748","-","5.86"
"2018/05/01","08:12","5.715","-","5.83"
"2018/05/01","08:18","5.675","-","5.79"
"2018/05/01","08:24","5.628","-","5.75"
"2018/05/01","08:30","5.574","-","5.75"
"2018/05/01","08:36","5.513","-","5.7"
"2018/05/01","08:42","5.446","-","5.56"
"2018/05/01","08:48","5.371","-","5.48"
"2018/05/01","08:54","5.29","-","5.42"
"2018/05/01","09:00","5.202","-","5.3"
"2018/05/01","09:06","5.107","-","5.26"
"2018/05/01","09:12","5.007","-","5.17"
"2018/05/01","09:18","4.9","-","5.07"
"2018/05/01","09:24","4.788","-","4.94"
"2018/05/01","09:30","4.67","-","4.83"
"2018/05/01","09:36","4.546","-","4.71"
"2018/05/01","09:42","4.418","-","4.58"
"2018/05/01","09:48","4.285","-","4.43"
"2018/05/01","09:54","4.148","-","4.28"
"2018/05/01","10:00","4.006","-","4.14"
"2018/05/01","10:06","3.861","-","3.98"
"2018/05/01","10:12","3.713","-","3.83"
"2018/05/01","10:18","3.562","-","3.67"
"2018/05/01","10:24","3.408","-","3.51"
"2018/05/01","10:30","3.252","-","3.32"
"2018/05/01","10:36","3.095","-","3.13"
"2018/05/01","10:42","2.936","-","2.99"
"2018/05/01","10:48","2.776","-","2.81"
"2018/05/01","10:54","2.616","-","2.63"
"2018/05/01","11:00","2.456","-","2.44"
"2018/05/01","11:06","2.297","-","2.26"
"2018/05/01","11:12","2.139","-","2.08"
"2018/05/01","11:18","1.982","-","1.93"
"2018/05/01","11:24","1.827","-","1.81"
"2018/05/01","11:30","1.674","-","1.64"
"2018/05/01","11:36","1.524","-","1.49"
"2018/05/01","11:42","1.377","-","1.36"
"2018/05/01","11:48","1.234","-","1.23"
"2018/05/01","11:54","1.094","-","1.12"
"2018/05/01","12:00","0.959","-","1.02"
"2018/05/01","12:06","0.829","-","0.88"
"2018/05/01","12:12","0.703","-","0.76"
"2018/05/01","12:18","0.583","-","0.63"
"2018/05/01","12:24","0.468","-","0.53"
"2018/05/01","12:30","0.359","-","0.43"
"2018/05/01","12:36","0.256","-","0.35"
"2018/05/01","12:42","0.159","-","0.27"
"2018/05/01","12:48","0.068","-","0.18"
"2018/05/01","12:54","-0.016","-","0.06"
"2018/05/01","13:00","-0.094","-","-0.01"
"2018/05/01","13:06","-0.165","-","-0.1"
"2018/05/01","13:12","-0.23","-","-0.13"
"2018/05/01","13:18","-0.288","-","-0.2"
"2018/05/01","13:24","-0.339","-","-0.18"
"2018/05/01","13:30","-0.384","-","-0.18"
"2018/05/01","13:36","-0.422","-","-0.24"
"2018/05/01","13:42","-0.453","-","-0.26"
"2018/05/01","13:48","-0.478","-","-0.3"
"2018/05/01","13:54","-0.496","-","-0.31"
"2018/05/01","14:00","-0.508","-","-0.31"
"2018/05/01","14:06","-0.513","-","-0.3"
"2018/05/01","14:12","-0.513","-","-0.31"
"2018/05/01","14:18","-0.506","-","-0.27"
"2018/05/01","14:24","-0.493","-","-0.3"
"2018/05/01","14:30","-0.474","-","-0.24"
"2018/05/01","14:36","-0.449","-","-0.18"
"2018/05/01","14:42","-0.419","-","-0.17"
"2018/05/01","14:48","-0.383","-","-0.14"
"2018/05/01","14:54","-0.341","-","-0.16"
"2018/05/01","15:00","-0.295","-","-0.11"
"2018/05/01","15:06","-0.243","-","-0.06"
"2018/05/01","15:12","-0.186","-","0.05"
"2018/05/01","15:18","-0.125","-","0.08"
"2018/05/01","15:24","-0.059","-","0.11"
"2018/05/01","15:30","0.011","-","0.19"
"2018/05/01","15:36","0.086","-","0.25"
"2018/05/01","15:42","0.164","-","0.31"
"2018/05/01","15:48","0.246","-","0.4"
