"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2017/03/01","16:18","1.317","-","1.71"
"2017/03/01","16:24","1.385","-","1.73"
"2017/03/01","16:30","1.456","-","1.78"
"2017/03/01","16:36","1.531","-","1.85"
"2017/03/01","16:42","1.609","-","1.89"
"2017/03/01","16:48","1.69","-","1.95"
"2017/03/01","16:54","1.775","-","2.01"
"2017/03/01","17:00","1.862","-","2.08"
"2017/03/01","17:06","1.952","-","2.12"
"2017/03/01","17:12","2.045","-","2.17"
"2017/03/01","17:18","2.139","-","2.23"
"2017/03/01","17:24","2.236","-","2.3"
"2017/03/01","17:30","2.335","-","2.39"
"2017/03/01","17:36","2.435","-","2.47"
"2017/03/01","17:42","2.536","-","2.54"
"2017/03/01","17:48","2.639","-","2.62"
"2017/03/01","17:54","2.743","-","2.71"
"2017/03/01","18:00","2.847","-","2.83"
"2017/03/01","18:06","2.952","-","2.95"
"2017/03/01","18:12","3.056","-","3.04"
"2017/03/01","18:18","3.161","-","3.16"
"2017/03/01","18:24","3.265","-","3.26"
"2017/03/01","18:30","3.369","-","3.36"
"2017/03/01","18:36","3.472","-","3.46"
"2017/03/01","18:42","3.573","-","3.55"
"2017/03/01","18:48","3.674","-","3.6"
"2017/03/01","18:54","3.773","-","3.7"
"2017/03/01","19:00","3.87","-","3.73"
"2017/03/01","19:06","3.965","-","3.82"
"2017/03/01","19:12","4.058","-","3.88"
"2017/03/01","19:18","4.149","-","3.96"
"2017/03/01","19:24","4.238","-","4.05"
"2017/03/01","19:30","4.323","-","4.05"
"2017/03/01","19:36","4.406","-","4.18"
"2017/03/01","19:42","4.486","-","4.3"
"2017/03/01","19:48","4.563","-","4.32"
"2017/03/01","19:54","4.637","-","4.4"
"2017/03/01","20:00","4.707","-","4.46"
"2017/03/01","20:06","4.773","-","4.5"
"2017/03/01","20:12","4.836","-","4.59"
"2017/03/01","20:18","4.895","-","4.61"
"2017/03/01","20:24","4.95","-","4.68"
"2017/03/01","20:30","5","-","4.7"
"2017/03/01","20:36","5.047","-","4.74"
"2017/03/01","20:42","5.088","-","4.84"
"2017/03/01","20:48","5.125","-","4.89"
"2017/03/01","20:54","5.158","-","4.92"
"2017/03/01","21:00","5.185","-","4.96"
"2017/03/01","21:06","5.207","-","4.99"
"2017/03/01","21:12","5.223","-","5"
"2017/03/01","21:18","5.234","-","5.01"
"2017/03/01","21:24","5.24","-","4.99"
"2017/03/01","21:30","5.239","-","5"
"2017/03/01","21:36","5.233","-","5.01"
"2017/03/01","21:42","5.22","-","4.99"
"2017/03/01","21:48","5.202","-","4.96"
"2017/03/01","21:54","5.177","-","4.94"
"2017/03/01","22:00","5.146","-","4.96"
"2017/03/01","22:06","5.109","-","4.92"
"2017/03/01","22:12","5.065","-","4.84"
"2017/03/01","22:18","5.015","-","4.83"
"2017/03/01","22:24","4.959","-","4.8"
"2017/03/01","22:30","4.897","-","4.77"
"2017/03/01","22:36","4.829","-","4.72"
"2017/03/01","22:42","4.755","-","4.7"
"2017/03/01","22:48","4.676","-","4.62"
"2017/03/01","22:54","4.591","-","4.52"
"2017/03/01","23:00","4.5","-","4.42"
"2017/03/01","23:06","4.405","-","4.33"
"2017/03/01","23:12","4.305","-","4.2"
"2017/03/01","23:18","4.201","-","4.14"
"2017/03/01","23:24","4.092","-","3.98"
"2017/03/01","23:30","3.98","-","3.86"
"2017/03/01","23:36","3.864","-","3.79"
"2017/03/01","23:42","3.745","-","3.7"
"2017/03/01","23:48","3.624","-","3.62"
"2017/03/01","23:54","3.5","-","3.52"
"2017/03/02","00:00","3.374","-","3.37"
"2017/03/02","00:06","3.247","-","3.2"
"2017/03/02","00:12","3.119","-","3.07"
"2017/03/02","00:18","2.989","-","2.94"
"2017/03/02","00:24","2.86","-","2.83"
"2017/03/02","00:30","2.73","-","2.7"
"2017/03/02","00:36","2.602","-","2.58"
"2017/03/02","00:42","2.474","-","2.49"
"2017/03/02","00:48","2.347","-","2.35"
"2017/03/02","00:54","2.222","-","2.22"
"2017/03/02","01:00","2.099","-","2.13"
"2017/03/02","01:06","1.979","-","2.05"
"2017/03/02","01:12","1.861","-","2.02"
"2017/03/02","01:18","1.747","-","2.01"
"2017/03/02","01:24","1.637","-","1.92"
"2017/03/02","01:30","1.531","-","1.9"
"2017/03/02","01:36","1.429","-","1.86"
"2017/03/02","01:42","1.331","-","1.77"
"2017/03/02","01:48","1.239","-","1.66"
"2017/03/02","01:54","1.152","-","1.6"
"2017/03/02","02:00","1.07","-","1.54"
"2017/03/02","02:06","0.994","-","1.53"
"2017/03/02","02:12","0.924","-","1.48"
"2017/03/02","02:18","0.86","-","1.43"
"2017/03/02","02:24","0.803","-","1.42"
"2017/03/02","02:30","0.752","-","1.38"
"2017/03/02","02:36","0.707","-","1.36"
"2017/03/02","02:42","0.669","-","1.38"
"2017/03/02","02:48","0.638","-","1.33"
"2017/03/02","02:54","0.614","-","1.34"
"2017/03/02","03:00","0.596","-","1.35"
"2017/03/02","03:06","0.584","-","1.37"
"2017/03/02","03:12","0.579","-","1.37"
"2017/03/02","03:18","0.581","-","1.38"
"2017/03/02","03:24","0.589","-","1.4"
"2017/03/02","03:30","0.603","-","1.39"
"2017/03/02","03:36","0.624","-","1.43"
"2017/03/02","03:42","0.65","-","1.41"
"2017/03/02","03:48","0.682","-","1.44"
"2017/03/02","03:54","0.72","-","1.44"
"2017/03/02","04:00","0.763","-","1.45"
"2017/03/02","04:06","0.812","-","1.44"
"2017/03/02","04:12","0.865","-","1.48"
"2017/03/02","04:18","0.924","-","1.53"
"2017/03/02","04:24","0.987","-","1.61"
"2017/03/02","04:30","1.055","-","1.65"
"2017/03/02","04:36","1.128","-","1.7"
"2017/03/02","04:42","1.204","-","1.8"
"2017/03/02","04:48","1.285","-","1.79"
"2017/03/02","04:54","1.369","-","1.86"
"2017/03/02","05:00","1.457","-","1.91"
"2017/03/02","05:06","1.549","-","1.96"
"2017/03/02","05:12","1.644","-","2.06"
"2017/03/02","05:18","1.742","-","2.14"
"2017/03/02","05:24","1.843","-","2.21"
"2017/03/02","05:30","1.947","-","2.29"
"2017/03/02","05:36","2.053","-","2.36"
"2017/03/02","05:42","2.162","-","2.47"
"2017/03/02","05:48","2.273","-","2.55"
"2017/03/02","05:54","2.386","-","2.63"
"2017/03/02","06:00","2.5","-","2.71"
"2017/03/02","06:06","2.616","-","2.81"
"2017/03/02","06:12","2.733","-","2.93"
"2017/03/02","06:18","2.851","-","3.03"
"2017/03/02","06:24","2.969","-","3.14"
"2017/03/02","06:30","3.088","-","3.26"
"2017/03/02","06:36","3.207","-","3.33"
"2017/03/02","06:42","3.327","-","3.45"
"2017/03/02","06:48","3.445","-","3.52"
"2017/03/02","06:54","3.563","-","3.62"
"2017/03/02","07:00","3.68","-","3.71"
"2017/03/02","07:06","3.796","-","3.81"
"2017/03/02","07:12","3.911","-","3.87"
"2017/03/02","07:18","4.024","-","3.96"
"2017/03/02","07:24","4.135","-","4.04"
"2017/03/02","07:30","4.244","-","4.13"
"2017/03/02","07:36","4.351","-","4.24"
"2017/03/02","07:42","4.456","-","4.32"
"2017/03/02","07:48","4.557","-","4.41"
"2017/03/02","07:54","4.656","-","4.49"
"2017/03/02","08:00","4.752","-","4.54"
"2017/03/02","08:06","4.844","-","4.6"
"2017/03/02","08:12","4.934","-","4.66"
"2017/03/02","08:18","5.019","-","4.76"
"2017/03/02","08:24","5.101","-","4.83"
"2017/03/02","08:30","5.179","-","4.93"
"2017/03/02","08:36","5.253","-","5.03"
"2017/03/02","08:42","5.323","-","5.07"
"2017/03/02","08:48","5.388","-","5.11"
"2017/03/02","08:54","5.449","-","5.17"
"2017/03/02","09:00","5.505","-","5.23"
"2017/03/02","09:06","5.556","-","5.27"
"2017/03/02","09:12","5.601","-","5.33"
"2017/03/02","09:18","5.642","-","5.37"
"2017/03/02","09:24","5.677","-","5.41"
"2017/03/02","09:30","5.707","-","5.43"
"2017/03/02","09:36","5.73","-","5.46"
"2017/03/02","09:42","5.748","-","5.49"
"2017/03/02","09:48","5.759","-","5.48"
"2017/03/02","09:54","5.765","-","5.49"
"2017/03/02","10:00","5.763","-","5.53"
"2017/03/02","10:06","5.756","-","5.54"
"2017/03/02","10:12","5.742","-","5.55"
"2017/03/02","10:18","5.721","-","5.57"
"2017/03/02","10:24","5.693","-","5.52"
"2017/03/02","10:30","5.658","-","5.49"
"2017/03/02","10:36","5.617","-","5.46"
"2017/03/02","10:42","5.569","-","5.43"
"2017/03/02","10:48","5.514","-","5.37"
"2017/03/02","10:54","5.453","-","5.32"
"2017/03/02","11:00","5.385","-","5.24"
"2017/03/02","11:06","5.311","-","5.18"
"2017/03/02","11:12","5.231","-","5.11"
"2017/03/02","11:18","5.145","-","5.05"
"2017/03/02","11:24","5.053","-","5"
"2017/03/02","11:30","4.956","-","4.94"
"2017/03/02","11:36","4.853","-","4.85"
"2017/03/02","11:42","4.746","-","4.75"
"2017/03/02","11:48","4.634","-","4.66"
"2017/03/02","11:54","4.518","-","4.57"
"2017/03/02","12:00","4.398","-","4.46"
"2017/03/02","12:06","4.274","-","4.33"
"2017/03/02","12:12","4.147","-","4.23"
"2017/03/02","12:18","4.018","-","4.1"
"2017/03/02","12:24","3.886","-","3.98"
"2017/03/02","12:30","3.752","-","3.84"
"2017/03/02","12:36","3.616","-","3.67"
"2017/03/02","12:42","3.48","-","3.54"
"2017/03/02","12:48","3.343","-","3.4"
"2017/03/02","12:54","3.205","-","3.2"
"2017/03/02","13:00","3.067","-","3.08"
"2017/03/02","13:06","2.931","-","2.93"
"2017/03/02","13:12","2.795","-","2.79"
"2017/03/02","13:18","2.66","-","2.66"
"2017/03/02","13:24","2.527","-","2.54"
"2017/03/02","13:30","2.396","-","2.4"
"2017/03/02","13:36","2.268","-","2.28"
"2017/03/02","13:42","2.143","-","2.22"
"2017/03/02","13:48","2.021","-","2.1"
"2017/03/02","13:54","1.903","-","2.01"
"2017/03/02","14:00","1.789","-","1.95"
"2017/03/02","14:06","1.679","-","1.86"
"2017/03/02","14:12","1.574","-","1.82"
"2017/03/02","14:18","1.474","-","1.71"
"2017/03/02","14:24","1.379","-","1.65"
"2017/03/02","14:30","1.289","-","1.59"
"2017/03/02","14:36","1.206","-","1.56"
"2017/03/02","14:42","1.128","-","1.53"
"2017/03/02","14:48","1.055","-","1.47"
"2017/03/02","14:54","0.99","-","1.4"
"2017/03/02","15:00","0.93","-","1.37"
"2017/03/02","15:06","0.877","-","1.3"
"2017/03/02","15:12","0.83","-","1.3"
"2017/03/02","15:18","0.789","-","1.38"
"2017/03/02","15:24","0.755","-","1.38"
"2017/03/02","15:30","0.727","-","1.38"
"2017/03/02","15:36","0.705","-","1.38"
"2017/03/02","15:42","0.69","-","1.35"
"2017/03/02","15:48","0.681","-","1.32"
"2017/03/02","15:54","0.678","-","1.27"
"2017/03/02","16:00","0.68","-","1.28"
"2017/03/02","16:06","0.689","-","1.28"
"2017/03/02","16:12","0.702","-","1.3"
"2017/03/02","16:18","0.722","-","1.3"
"2017/03/02","16:24","0.746","-","1.26"
"2017/03/02","16:30","0.776","-","1.25"
"2017/03/02","16:36","0.81","-","1.29"
"2017/03/02","16:42","0.849","-","1.3"
"2017/03/02","16:48","0.893","-","1.31"
"2017/03/02","16:54","0.941","-","1.31"
"2017/03/02","17:00","0.993","-","1.37"
"2017/03/02","17:06","1.05","-","1.42"
"2017/03/02","17:12","1.11","-","1.46"
"2017/03/02","17:18","1.173","-","1.5"
"2017/03/02","17:24","1.241","-","1.5"
"2017/03/02","17:30","1.311","-","1.55"
"2017/03/02","17:36","1.385","-","1.63"
"2017/03/02","17:42","1.462","-","1.69"
"2017/03/02","17:48","1.541","-","1.71"
"2017/03/02","17:54","1.623","-","1.78"
"2017/03/02","18:00","1.708","-","1.84"
"2017/03/02","18:06","1.794","-","1.88"
"2017/03/02","18:12","1.883","-","1.97"
"2017/03/02","18:18","1.974","-","2.04"
"2017/03/02","18:24","2.066","-","2.1"
"2017/03/02","18:30","2.16","-","2.24"
"2017/03/02","18:36","2.255","-","2.37"
"2017/03/02","18:42","2.35","-","2.44"
"2017/03/02","18:48","2.447","-","2.53"
"2017/03/02","18:54","2.544","-","2.62"
"2017/03/02","19:00","2.641","-","2.71"
"2017/03/02","19:06","2.739","-","2.79"
"2017/03/02","19:12","2.836","-","2.89"
"2017/03/02","19:18","2.933","-","2.95"
"2017/03/02","19:24","3.029","-","3.05"
"2017/03/02","19:30","3.124","-","3.16"
"2017/03/02","19:36","3.218","-","3.24"
"2017/03/02","19:42","3.312","-","3.33"
"2017/03/02","19:48","3.403","-","3.39"
"2017/03/02","19:54","3.493","-","3.49"
"2017/03/02","20:00","3.581","-","3.58"
"2017/03/02","20:06","3.668","-","3.67"
"2017/03/02","20:12","3.752","-","3.74"
"2017/03/02","20:18","3.834","-","3.81"
"2017/03/02","20:24","3.913","-","3.91"
"2017/03/02","20:30","3.99","-","3.91"
"2017/03/02","20:36","4.065","-","3.95"
"2017/03/02","20:42","4.136","-","4"
"2017/03/02","20:48","4.205","-","4.05"
"2017/03/02","20:54","4.271","-","4.1"
"2017/03/02","21:00","4.333","-","4.18"
"2017/03/02","21:06","4.392","-","4.23"
"2017/03/02","21:12","4.448","-","4.31"
"2017/03/02","21:18","4.501","-","4.4"
"2017/03/02","21:24","4.549","-","4.47"
"2017/03/02","21:30","4.594","-","4.55"
"2017/03/02","21:36","4.635","-","4.55"
"2017/03/02","21:42","4.672","-","4.52"
"2017/03/02","21:48","4.704","-","4.59"
"2017/03/02","21:54","4.732","-","4.6"
"2017/03/02","22:00","4.756","-","4.62"
"2017/03/02","22:06","4.775","-","4.64"
"2017/03/02","22:12","4.789","-","4.68"
"2017/03/02","22:18","4.798","-","4.7"
"2017/03/02","22:24","4.802","-","4.67"
"2017/03/02","22:30","4.801","-","4.69"
"2017/03/02","22:36","4.795","-","4.69"
"2017/03/02","22:42","4.783","-","4.67"
"2017/03/02","22:48","4.766","-","4.66"
"2017/03/02","22:54","4.743","-","4.67"
"2017/03/02","23:00","4.715","-","4.65"
"2017/03/02","23:06","4.682","-","4.62"
"2017/03/02","23:12","4.643","-","4.59"
"2017/03/02","23:18","4.598","-","4.55"
"2017/03/02","23:24","4.549","-","4.52"
"2017/03/02","23:30","4.494","-","4.5"
"2017/03/02","23:36","4.435","-","4.43"
"2017/03/02","23:42","4.37","-","4.38"
"2017/03/02","23:48","4.301","-","4.34"
"2017/03/02","23:54","4.228","-","4.25"
"2017/03/03","00:00","4.15","-","4.16"
"2017/03/03","00:06","4.068","-","4.06"
"2017/03/03","00:12","3.982","-","3.99"
"2017/03/03","00:18","3.894","-","3.9"
"2017/03/03","00:24","3.801","-","3.82"
"2017/03/03","00:30","3.707","-","3.79"
"2017/03/03","00:36","3.609","-","3.71"
"2017/03/03","00:42","3.51","-","3.62"
"2017/03/03","00:48","3.408","-","3.5"
"2017/03/03","00:54","3.305","-","3.43"
"2017/03/03","01:00","3.201","-","3.31"
"2017/03/03","01:06","3.096","-","3.16"
"2017/03/03","01:12","2.991","-","3.07"
"2017/03/03","01:18","2.885","-","2.99"
"2017/03/03","01:24","2.78","-","2.92"
"2017/03/03","01:30","2.675","-","2.84"
"2017/03/03","01:36","2.571","-","2.71"
"2017/03/03","01:42","2.469","-","2.57"
"2017/03/03","01:48","2.368","-","2.51"
"2017/03/03","01:54","2.269","-","2.42"
"2017/03/03","02:00","2.173","-","2.34"
"2017/03/03","02:06","2.079","-","2.27"
"2017/03/03","02:12","1.988","-","2.25"
"2017/03/03","02:18","1.901","-","2.21"
"2017/03/03","02:24","1.817","-","2.19"
"2017/03/03","02:30","1.737","-","2.17"
"2017/03/03","02:36","1.662","-","2.19"
"2017/03/03","02:42","1.59","-","2.2"
"2017/03/03","02:48","1.524","-","2.13"
"2017/03/03","02:54","1.462","-","2.07"
"2017/03/03","03:00","1.405","-","2.01"
"2017/03/03","03:06","1.354","-","1.99"
"2017/03/03","03:12","1.308","-","1.96"
"2017/03/03","03:18","1.267","-","1.93"
"2017/03/03","03:24","1.232","-","1.94"
"2017/03/03","03:30","1.203","-","1.91"
"2017/03/03","03:36","1.18","-","1.87"
"2017/03/03","03:42","1.162","-","1.84"
"2017/03/03","03:48","1.15","-","1.85"
"2017/03/03","03:54","1.144","-","1.89"
"2017/03/03","04:00","1.144","-","1.87"
"2017/03/03","04:06","1.149","-","1.87"
"2017/03/03","04:12","1.16","-","1.88"
"2017/03/03","04:18","1.176","-","1.89"
"2017/03/03","04:24","1.197","-","1.94"
"2017/03/03","04:30","1.224","-","2.01"
"2017/03/03","04:36","1.256","-","2.1"
"2017/03/03","04:42","1.292","-","2.19"
"2017/03/03","04:48","1.334","-","2.2"
"2017/03/03","04:54","1.38","-","2.24"
"2017/03/03","05:00","1.431","-","2.2"
"2017/03/03","05:06","1.486","-","2.22"
"2017/03/03","05:12","1.545","-","2.25"
"2017/03/03","05:18","1.608","-","2.27"
"2017/03/03","05:24","1.675","-","2.33"
"2017/03/03","05:30","1.746","-","2.35"
"2017/03/03","05:36","1.82","-","2.42"
"2017/03/03","05:42","1.898","-","2.52"
"2017/03/03","05:48","1.979","-","2.55"
"2017/03/03","05:54","2.063","-","2.59"
"2017/03/03","06:00","2.15","-","2.64"
"2017/03/03","06:06","2.24","-","2.67"
"2017/03/03","06:12","2.332","-","2.72"
"2017/03/03","06:18","2.427","-","2.77"
"2017/03/03","06:24","2.524","-","2.86"
"2017/03/03","06:30","2.624","-","2.96"
"2017/03/03","06:36","2.725","-","3.09"
"2017/03/03","06:42","2.828","-","3.16"
"2017/03/03","06:48","2.932","-","3.25"
"2017/03/03","06:54","3.038","-","3.32"
"2017/03/03","07:00","3.145","-","3.38"
"2017/03/03","07:06","3.252","-","3.48"
"2017/03/03","07:12","3.36","-","3.55"
"2017/03/03","07:18","3.469","-","3.62"
"2017/03/03","07:24","3.577","-","3.69"
"2017/03/03","07:30","3.685","-","3.77"
"2017/03/03","07:36","3.793","-","3.89"
"2017/03/03","07:42","3.901","-","3.98"
"2017/03/03","07:48","4.007","-","4.05"
"2017/03/03","07:54","4.112","-","4.12"
"2017/03/03","08:00","4.216","-","4.2"
"2017/03/03","08:06","4.318","-","4.32"
"2017/03/03","08:12","4.419","-","4.41"
"2017/03/03","08:18","4.517","-","4.48"
"2017/03/03","08:24","4.613","-","4.55"
"2017/03/03","08:30","4.707","-","4.61"
"2017/03/03","08:36","4.798","-","4.7"
"2017/03/03","08:42","4.886","-","4.8"
"2017/03/03","08:48","4.971","-","4.9"
"2017/03/03","08:54","5.054","-","4.98"
"2017/03/03","09:00","5.132","-","5.05"
"2017/03/03","09:06","5.208","-","5.07"
"2017/03/03","09:12","5.28","-","5.12"
"2017/03/03","09:18","5.348","-","5.16"
"2017/03/03","09:24","5.412","-","5.22"
"2017/03/03","09:30","5.472","-","5.28"
"2017/03/03","09:36","5.528","-","5.36"
"2017/03/03","09:42","5.58","-","5.47"
"2017/03/03","09:48","5.627","-","5.53"
"2017/03/03","09:54","5.669","-","5.64"
"2017/03/03","10:00","5.707","-","5.67"
"2017/03/03","10:06","5.739","-","5.71"
"2017/03/03","10:12","5.767","-","5.78"
"2017/03/03","10:18","5.789","-","5.73"
"2017/03/03","10:24","5.805","-","5.75"
"2017/03/03","10:30","5.816","-","5.77"
"2017/03/03","10:36","5.821","-","5.79"
"2017/03/03","10:42","5.821","-","5.76"
"2017/03/03","10:48","5.814","-","5.76"
"2017/03/03","10:54","5.801","-","5.75"
"2017/03/03","11:00","5.783","-","5.75"
"2017/03/03","11:06","5.757","-","5.74"
"2017/03/03","11:12","5.726","-","5.71"
"2017/03/03","11:18","5.688","-","5.66"
"2017/03/03","11:24","5.644","-","5.6"
"2017/03/03","11:30","5.593","-","5.57"
"2017/03/03","11:36","5.536","-","5.54"
"2017/03/03","11:42","5.473","-","5.52"
"2017/03/03","11:48","5.404","-","5.51"
"2017/03/03","11:54","5.329","-","5.46"
"2017/03/03","12:00","5.248","-","5.4"
"2017/03/03","12:06","5.161","-","5.33"
"2017/03/03","12:12","5.069","-","5.29"
"2017/03/03","12:18","4.972","-","5.19"
"2017/03/03","12:24","4.87","-","5.12"
