"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2018/04/01","06:18","4.997","-","5.15"
"2018/04/01","06:24","5.086","-","5.25"
"2018/04/01","06:30","5.172","-","5.36"
"2018/04/01","06:36","5.253","-","5.42"
"2018/04/01","06:42","5.329","-","5.48"
"2018/04/01","06:48","5.4","-","5.53"
"2018/04/01","06:54","5.466","-","5.61"
"2018/04/01","07:00","5.526","-","5.68"
"2018/04/01","07:06","5.58","-","5.71"
"2018/04/01","07:12","5.628","-","5.74"
"2018/04/01","07:18","5.67","-","5.77"
"2018/04/01","07:24","5.705","-","5.78"
"2018/04/01","07:30","5.733","-","5.84"
"2018/04/01","07:36","5.754","-","5.87"
"2018/04/01","07:42","5.767","-","5.9"
"2018/04/01","07:48","5.774","-","5.94"
"2018/04/01","07:54","5.772","-","5.95"
"2018/04/01","08:00","5.763","-","5.91"
"2018/04/01","08:06","5.747","-","5.88"
"2018/04/01","08:12","5.722","-","5.86"
"2018/04/01","08:18","5.69","-","5.83"
"2018/04/01","08:24","5.651","-","5.8"
"2018/04/01","08:30","5.603","-","5.74"
"2018/04/01","08:36","5.548","-","5.67"
"2018/04/01","08:42","5.485","-","5.6"
"2018/04/01","08:48","5.416","-","5.53"
"2018/04/01","08:54","5.339","-","5.45"
"2018/04/01","09:00","5.254","-","5.38"
"2018/04/01","09:06","5.164","-","5.25"
"2018/04/01","09:12","5.066","-","5.18"
"2018/04/01","09:18","4.963","-","5.1"
"2018/04/01","09:24","4.853","-","4.98"
"2018/04/01","09:30","4.738","-","4.89"
"2018/04/01","09:36","4.617","-","4.79"
"2018/04/01","09:42","4.491","-","4.66"
"2018/04/01","09:48","4.361","-","4.58"
"2018/04/01","09:54","4.226","-","4.44"
"2018/04/01","10:00","4.088","-","4.3"
"2018/04/01","10:06","3.946","-","4.12"
"2018/04/01","10:12","3.801","-","3.97"
"2018/04/01","10:18","3.654","-","3.82"
"2018/04/01","10:24","3.504","-","3.65"
"2018/04/01","10:30","3.353","-","3.51"
"2018/04/01","10:36","3.201","-","3.37"
"2018/04/01","10:42","3.048","-","3.18"
"2018/04/01","10:48","2.895","-","2.96"
"2018/04/01","10:54","2.743","-","2.77"
"2018/04/01","11:00","2.591","-","2.59"
"2018/04/01","11:06","2.441","-","2.45"
"2018/04/01","11:12","2.292","-","2.35"
"2018/04/01","11:18","2.146","-","2.22"
"2018/04/01","11:24","2.003","-","2.03"
"2018/04/01","11:30","1.862","-","1.88"
"2018/04/01","11:36","1.726","-","1.73"
"2018/04/01","11:42","1.593","-","1.63"
"2018/04/01","11:48","1.465","-","1.44"
"2018/04/01","11:54","1.341","-","1.34"
"2018/04/01","12:00","1.222","-","1.27"
"2018/04/01","12:06","1.109","-","1.17"
"2018/04/01","12:12","1.002","-","1.07"
"2018/04/01","12:18","0.9","-","0.98"
"2018/04/01","12:24","0.805","-","0.91"
"2018/04/01","12:30","0.715","-","0.81"
"2018/04/01","12:36","0.633","-","0.72"
"2018/04/01","12:42","0.556","-","0.64"
"2018/04/01","12:48","0.487","-","0.56"
"2018/04/01","12:54","0.424","-","0.46"
"2018/04/01","13:00","0.368","-","0.43"
"2018/04/01","13:06","0.319","-","0.4"
"2018/04/01","13:12","0.277","-","0.37"
"2018/04/01","13:18","0.241","-","0.37"
"2018/04/01","13:24","0.213","-","0.35"
"2018/04/01","13:30","0.191","-","0.3"
"2018/04/01","13:36","0.176","-","0.28"
"2018/04/01","13:42","0.168","-","0.29"
"2018/04/01","13:48","0.167","-","0.31"
"2018/04/01","13:54","0.172","-","0.32"
"2018/04/01","14:00","0.184","-","0.35"
"2018/04/01","14:06","0.202","-","0.37"
"2018/04/01","14:12","0.226","-","0.41"
"2018/04/01","14:18","0.256","-","0.45"
"2018/04/01","14:24","0.293","-","0.44"
"2018/04/01","14:30","0.335","-","0.51"
"2018/04/01","14:36","0.384","-","0.57"
"2018/04/01","14:42","0.438","-","0.61"
"2018/04/01","14:48","0.497","-","0.73"
"2018/04/01","14:54","0.561","-","0.84"
"2018/04/01","15:00","0.631","-","0.88"
"2018/04/01","15:06","0.705","-","0.89"
"2018/04/01","15:12","0.784","-","1"
"2018/04/01","15:18","0.867","-","1.1"
"2018/04/01","15:24","0.954","-","1.22"
"2018/04/01","15:30","1.045","-","1.32"
"2018/04/01","15:36","1.14","-","1.36"
"2018/04/01","15:42","1.238","-","1.45"
"2018/04/01","15:48","1.339","-","1.52"
"2018/04/01","15:54","1.443","-","1.6"
"2018/04/01","16:00","1.549","-","1.72"
"2018/04/01","16:06","1.658","-","1.84"
"2018/04/01","16:12","1.768","-","1.92"
"2018/04/01","16:18","1.88","-","2.04"
"2018/04/01","16:24","1.994","-","2.14"
"2018/04/01","16:30","2.109","-","2.23"
"2018/04/01","16:36","2.224","-","2.36"
"2018/04/01","16:42","2.34","-","2.45"
"2018/04/01","16:48","2.457","-","2.6"
"2018/04/01","16:54","2.574","-","2.73"
"2018/04/01","17:00","2.691","-","2.86"
"2018/04/01","17:06","2.808","-","2.96"
"2018/04/01","17:12","2.924","-","3.09"
"2018/04/01","17:18","3.04","-","3.23"
"2018/04/01","17:24","3.155","-","3.38"
"2018/04/01","17:30","3.269","-","3.46"
"2018/04/01","17:36","3.382","-","3.55"
"2018/04/01","17:42","3.494","-","3.65"
"2018/04/01","17:48","3.604","-","3.74"
"2018/04/01","17:54","3.713","-","3.87"
"2018/04/01","18:00","3.819","-","4"
"2018/04/01","18:06","3.924","-","4.11"
"2018/04/01","18:12","4.026","-","4.22"
"2018/04/01","18:18","4.126","-","4.29"
"2018/04/01","18:24","4.223","-","4.41"
"2018/04/01","18:30","4.317","-","4.48"
"2018/04/01","18:36","4.408","-","4.59"
"2018/04/01","18:42","4.495","-","4.63"
"2018/04/01","18:48","4.579","-","4.71"
"2018/04/01","18:54","4.659","-","4.84"
"2018/04/01","19:00","4.734","-","4.87"
"2018/04/01","19:06","4.805","-","4.97"
"2018/04/01","19:12","4.872","-","5.03"
"2018/04/01","19:18","4.933","-","5.08"
"2018/04/01","19:24","4.989","-","5.13"
"2018/04/01","19:30","5.04","-","5.2"
"2018/04/01","19:36","5.085","-","5.28"
"2018/04/01","19:42","5.124","-","5.33"
"2018/04/01","19:48","5.157","-","5.35"
"2018/04/01","19:54","5.183","-","5.37"
"2018/04/01","20:00","5.203","-","5.42"
"2018/04/01","20:06","5.217","-","5.41"
"2018/04/01","20:12","5.224","-","5.44"
"2018/04/01","20:18","5.224","-","5.41"
"2018/04/01","20:24","5.217","-","5.41"
"2018/04/01","20:30","5.203","-","5.36"
"2018/04/01","20:36","5.182","-","5.36"
"2018/04/01","20:42","5.155","-","5.32"
"2018/04/01","20:48","5.12","-","5.31"
"2018/04/01","20:54","5.079","-","5.29"
"2018/04/01","21:00","5.031","-","5.27"
"2018/04/01","21:06","4.977","-","5.22"
"2018/04/01","21:12","4.916","-","5.15"
"2018/04/01","21:18","4.849","-","5.1"
"2018/04/01","21:24","4.776","-","5.03"
"2018/04/01","21:30","4.697","-","4.96"
"2018/04/01","21:36","4.613","-","4.87"
"2018/04/01","21:42","4.523","-","4.8"
"2018/04/01","21:48","4.428","-","4.71"
"2018/04/01","21:54","4.329","-","4.64"
"2018/04/01","22:00","4.225","-","4.59"
"2018/04/01","22:06","4.117","-","4.49"
"2018/04/01","22:12","4.005","-","4.4"
"2018/04/01","22:18","3.89","-","4.29"
"2018/04/01","22:24","3.772","-","4.18"
"2018/04/01","22:30","3.651","-","4.05"
"2018/04/01","22:36","3.529","-","3.9"
"2018/04/01","22:42","3.404","-","3.78"
"2018/04/01","22:48","3.278","-","3.68"
"2018/04/01","22:54","3.151","-","3.5"
"2018/04/01","23:00","3.024","-","3.38"
"2018/04/01","23:06","2.896","-","3.24"
"2018/04/01","23:12","2.769","-","3.1"
"2018/04/01","23:18","2.643","-","2.98"
"2018/04/01","23:24","2.519","-","2.85"
"2018/04/01","23:30","2.395","-","2.72"
"2018/04/01","23:36","2.274","-","2.56"
"2018/04/01","23:42","2.156","-","2.43"
"2018/04/01","23:48","2.041","-","2.29"
"2018/04/01","23:54","1.929","-","2.16"
"2018/04/02","00:00","1.82","-","2.06"
"2018/04/02","00:06","1.716","-","1.96"
"2018/04/02","00:12","1.616","-","1.85"
"2018/04/02","00:18","1.521","-","1.73"
"2018/04/02","00:24","1.431","-","1.66"
"2018/04/02","00:30","1.345","-","1.56"
"2018/04/02","00:36","1.266","-","1.48"
"2018/04/02","00:42","1.192","-","1.43"
"2018/04/02","00:48","1.124","-","1.37"
"2018/04/02","00:54","1.061","-","1.32"
"2018/04/02","01:00","1.005","-","1.26"
"2018/04/02","01:06","0.955","-","1.22"
"2018/04/02","01:12","0.911","-","1.19"
"2018/04/02","01:18","0.873","-","1.12"
"2018/04/02","01:24","0.841","-","1.11"
"2018/04/02","01:30","0.816","-","1.06"
"2018/04/02","01:36","0.797","-","1.07"
"2018/04/02","01:42","0.784","-","1.04"
"2018/04/02","01:48","0.778","-","1.03"
"2018/04/02","01:54","0.777","-","1.05"
"2018/04/02","02:00","0.783","-","1.06"
"2018/04/02","02:06","0.794","-","1.08"
"2018/04/02","02:12","0.812","-","1.08"
"2018/04/02","02:18","0.835","-","1.09"
"2018/04/02","02:24","0.864","-","1.12"
"2018/04/02","02:30","0.899","-","1.18"
"2018/04/02","02:36","0.939","-","1.26"
"2018/04/02","02:42","0.985","-","1.34"
"2018/04/02","02:48","1.035","-","1.38"
"2018/04/02","02:54","1.091","-","1.42"
"2018/04/02","03:00","1.152","-","1.51"
"2018/04/02","03:06","1.218","-","1.6"
"2018/04/02","03:12","1.288","-","1.74"
"2018/04/02","03:18","1.363","-","1.86"
"2018/04/02","03:24","1.442","-","1.9"
"2018/04/02","03:30","1.525","-","1.97"
"2018/04/02","03:36","1.612","-","2.03"
"2018/04/02","03:42","1.702","-","2.11"
"2018/04/02","03:48","1.796","-","2.19"
"2018/04/02","03:54","1.893","-","2.29"
"2018/04/02","04:00","1.993","-","2.36"
"2018/04/02","04:06","2.096","-","2.47"
"2018/04/02","04:12","2.201","-","2.56"
"2018/04/02","04:18","2.308","-","2.64"
"2018/04/02","04:24","2.417","-","2.76"
"2018/04/02","04:30","2.528","-","2.92"
"2018/04/02","04:36","2.64","-","3.01"
"2018/04/02","04:42","2.754","-","3.12"
"2018/04/02","04:48","2.868","-","3.19"
"2018/04/02","04:54","2.982","-","3.25"
"2018/04/02","05:00","3.098","-","3.37"
"2018/04/02","05:06","3.213","-","3.5"
"2018/04/02","05:12","3.328","-","3.62"
"2018/04/02","05:18","3.443","-","3.79"
"2018/04/02","05:24","3.557","-","3.86"
"2018/04/02","05:30","3.671","-","3.99"
"2018/04/02","05:36","3.783","-","4.06"
"2018/04/02","05:42","3.895","-","4.16"
"2018/04/02","05:48","4.005","-","4.26"
"2018/04/02","05:54","4.114","-","4.38"
"2018/04/02","06:00","4.221","-","4.51"
"2018/04/02","06:06","4.327","-","4.66"
"2018/04/02","06:12","4.43","-","4.76"
"2018/04/02","06:18","4.531","-","4.83"
"2018/04/02","06:24","4.63","-","4.94"
"2018/04/02","06:30","4.726","-","5.01"
"2018/04/02","06:36","4.819","-","5.11"
"2018/04/02","06:42","4.91","-","5.18"
"2018/04/02","06:48","4.997","-","5.25"
"2018/04/02","06:54","5.08","-","5.29"
"2018/04/02","07:00","5.16","-","5.37"
"2018/04/02","07:06","5.236","-","5.43"
"2018/04/02","07:12","5.308","-","5.49"
"2018/04/02","07:18","5.375","-","5.55"
"2018/04/02","07:24","5.438","-","5.61"
"2018/04/02","07:30","5.495","-","5.68"
"2018/04/02","07:36","5.547","-","5.7"
"2018/04/02","07:42","5.594","-","5.76"
"2018/04/02","07:48","5.635","-","5.79"
"2018/04/02","07:54","5.67","-","5.87"
"2018/04/02","08:00","5.699","-","5.9"
"2018/04/02","08:06","5.721","-","5.85"
"2018/04/02","08:12","5.737","-","5.89"
"2018/04/02","08:18","5.746","-","5.9"
"2018/04/02","08:24","5.748","-","5.89"
"2018/04/02","08:30","5.743","-","5.92"
"2018/04/02","08:36","5.731","-","5.93"
"2018/04/02","08:42","5.711","-","5.9"
"2018/04/02","08:48","5.685","-","5.9"
"2018/04/02","08:54","5.65","-","5.86"
"2018/04/02","09:00","5.609","-","5.81"
"2018/04/02","09:06","5.56","-","5.74"
"2018/04/02","09:12","5.504","-","5.66"
"2018/04/02","09:18","5.441","-","5.6"
"2018/04/02","09:24","5.371","-","5.53"
"2018/04/02","09:30","5.294","-","5.39"
"2018/04/02","09:36","5.21","-","5.33"
"2018/04/02","09:42","5.12","-","5.22"
"2018/04/02","09:48","5.024","-","5.08"
"2018/04/02","09:54","4.921","-","5.01"
"2018/04/02","10:00","4.813","-","4.93"
"2018/04/02","10:06","4.699","-","4.83"
"2018/04/02","10:12","4.58","-","4.74"
"2018/04/02","10:18","4.456","-","4.59"
"2018/04/02","10:24","4.328","-","4.48"
"2018/04/02","10:30","4.195","-","4.32"
"2018/04/02","10:36","4.059","-","4.19"
"2018/04/02","10:42","3.919","-","4.06"
"2018/04/02","10:48","3.776","-","3.91"
"2018/04/02","10:54","3.631","-","3.76"
"2018/04/02","11:00","3.483","-","3.63"
"2018/04/02","11:06","3.334","-","3.45"
"2018/04/02","11:12","3.183","-","3.26"
"2018/04/02","11:18","3.032","-","3.08"
"2018/04/02","11:24","2.88","-","2.89"
"2018/04/02","11:30","2.729","-","2.73"
"2018/04/02","11:36","2.577","-","2.6"
"2018/04/02","11:42","2.427","-","2.44"
"2018/04/02","11:48","2.279","-","2.27"
"2018/04/02","11:54","2.132","-","2.09"
"2018/04/02","12:00","1.988","-","1.97"
"2018/04/02","12:06","1.846","-","1.81"
"2018/04/02","12:12","1.708","-","1.68"
"2018/04/02","12:18","1.574","-","1.6"
"2018/04/02","12:24","1.443","-","1.47"
"2018/04/02","12:30","1.317","-","1.35"
"2018/04/02","12:36","1.195","-","1.26"
"2018/04/02","12:42","1.079","-","1.16"
"2018/04/02","12:48","0.968","-","1.03"
"2018/04/02","12:54","0.862","-","0.92"
"2018/04/02","13:00","0.762","-","0.83"
"2018/04/02","13:06","0.668","-","0.77"
"2018/04/02","13:12","0.581","-","0.67"
"2018/04/02","13:18","0.499","-","0.6"
"2018/04/02","13:24","0.425","-","0.52"
"2018/04/02","13:30","0.356","-","0.41"
"2018/04/02","13:36","0.294","-","0.37"
"2018/04/02","13:42","0.239","-","0.33"
"2018/04/02","13:48","0.191","-","0.23"
"2018/04/02","13:54","0.149","-","0.19"
"2018/04/02","14:00","0.114","-","0.18"
"2018/04/02","14:06","0.086","-","0.16"
"2018/04/02","14:12","0.064","-","0.15"
"2018/04/02","14:18","0.049","-","0.17"
"2018/04/02","14:24","0.04","-","0.15"
"2018/04/02","14:30","0.038","-","0.16"
"2018/04/02","14:36","0.041","-","0.17"
"2018/04/02","14:42","0.052","-","0.17"
"2018/04/02","14:48","0.068","-","0.21"
"2018/04/02","14:54","0.09","-","0.27"
"2018/04/02","15:00","0.118","-","0.3"
"2018/04/02","15:06","0.152","-","0.36"
"2018/04/02","15:12","0.192","-","0.4"
"2018/04/02","15:18","0.237","-","0.43"
"2018/04/02","15:24","0.287","-","0.48"
"2018/04/02","15:30","0.343","-","0.52"
"2018/04/02","15:36","0.403","-","0.61"
"2018/04/02","15:42","0.468","-","0.66"
"2018/04/02","15:48","0.538","-","0.75"
"2018/04/02","15:54","0.612","-","0.79"
"2018/04/02","16:00","0.691","-","0.87"
"2018/04/02","16:06","0.773","-","0.96"
"2018/04/02","16:12","0.859","-","1.05"
"2018/04/02","16:18","0.949","-","1.18"
"2018/04/02","16:24","1.042","-","1.24"
"2018/04/02","16:30","1.137","-","1.32"
"2018/04/02","16:36","1.236","-","1.36"
"2018/04/02","16:42","1.337","-","1.45"
"2018/04/02","16:48","1.44","-","1.53"
"2018/04/02","16:54","1.545","-","1.63"
"2018/04/02","17:00","1.651","-","1.74"
"2018/04/02","17:06","1.759","-","1.86"
"2018/04/02","17:12","1.869","-","1.95"
"2018/04/02","17:18","1.979","-","2.09"
"2018/04/02","17:24","2.09","-","2.18"
"2018/04/02","17:30","2.201","-","2.28"
"2018/04/02","17:36","2.312","-","2.42"
"2018/04/02","17:42","2.424","-","2.52"
"2018/04/02","17:48","2.535","-","2.64"
"2018/04/02","17:54","2.646","-","2.77"
"2018/04/02","18:00","2.756","-","2.88"
"2018/04/02","18:06","2.866","-","2.99"
"2018/04/02","18:12","2.974","-","3.12"
"2018/04/02","18:18","3.082","-","3.26"
"2018/04/02","18:24","3.188","-","3.35"
"2018/04/02","18:30","3.293","-","3.46"
"2018/04/02","18:36","3.396","-","3.56"
"2018/04/02","18:42","3.498","-","3.64"
"2018/04/02","18:48","3.598","-","3.73"
"2018/04/02","18:54","3.696","-","3.83"
"2018/04/02","19:00","3.791","-","3.95"
"2018/04/02","19:06","3.885","-","4.05"
"2018/04/02","19:12","3.975","-","4.18"
"2018/04/02","19:18","4.063","-","4.26"
"2018/04/02","19:24","4.148","-","4.32"
"2018/04/02","19:30","4.229","-","4.41"
"2018/04/02","19:36","4.307","-","4.46"
"2018/04/02","19:42","4.382","-","4.56"
"2018/04/02","19:48","4.452","-","4.65"
"2018/04/02","19:54","4.519","-","4.71"
"2018/04/02","20:00","4.581","-","4.81"
"2018/04/02","20:06","4.639","-","4.87"
"2018/04/02","20:12","4.691","-","4.92"
"2018/04/02","20:18","4.739","-","4.97"
"2018/04/02","20:24","4.782","-","5.01"
"2018/04/02","20:30","4.819","-","5.06"
"2018/04/02","20:36","4.851","-","5.1"
"2018/04/02","20:42","4.877","-","5.12"
"2018/04/02","20:48","4.897","-","5.12"
"2018/04/02","20:54","4.912","-","5.11"
"2018/04/02","21:00","4.92","-","5.15"
"2018/04/02","21:06","4.922","-","5.16"
"2018/04/02","21:12","4.919","-","5.12"
"2018/04/02","21:18","4.909","-","5.13"
"2018/04/02","21:24","4.892","-","5.16"
"2018/04/02","21:30","4.87","-","5.07"
"2018/04/02","21:36","4.842","-","5.01"
"2018/04/02","21:42","4.808","-","5.02"
"2018/04/02","21:48","4.768","-","4.96"
"2018/04/02","21:54","4.722","-","4.97"
"2018/04/02","22:00","4.67","-","4.95"
"2018/04/02","22:06","4.613","-","4.91"
"2018/04/02","22:12","4.551","-","4.81"
"2018/04/02","22:18","4.484","-","4.74"
"2018/04/02","22:24","4.412","-","4.68"
"2018/04/02","22:30","4.336","-","4.59"
"2018/04/02","22:36","4.255","-","4.53"
"2018/04/02","22:42","4.17","-","4.46"
"2018/04/02","22:48","4.082","-","4.38"
"2018/04/02","22:54","3.99","-","4.34"
"2018/04/02","23:00","3.895","-","4.24"
"2018/04/02","23:06","3.797","-","4.17"
"2018/04/02","23:12","3.697","-","4.06"
"2018/04/02","23:18","3.594","-","3.98"
"2018/04/02","23:24","3.49","-","3.84"
"2018/04/02","23:30","3.385","-","3.78"
"2018/04/02","23:36","3.278","-","3.68"
"2018/04/02","23:42","3.171","-","3.57"
"2018/04/02","23:48","3.064","-","3.41"
"2018/04/02","23:54","2.957","-","3.34"
"2018/04/03","00:00","2.851","-","3.22"
"2018/04/03","00:06","2.745","-","3.12"
"2018/04/03","00:12","2.641","-","3"
"2018/04/03","00:18","2.539","-","2.85"
"2018/04/03","00:24","2.438","-","2.73"
"2018/04/03","00:30","2.34","-","2.6"
"2018/04/03","00:36","2.245","-","2.52"
"2018/04/03","00:42","2.153","-","2.41"
"2018/04/03","00:48","2.065","-","2.28"
"2018/04/03","00:54","1.98","-","2.11"
"2018/04/03","01:00","1.899","-","2.06"
"2018/04/03","01:06","1.823","-","1.98"
"2018/04/03","01:12","1.751","-","1.91"
"2018/04/03","01:18","1.684","-","1.89"
"2018/04/03","01:24","1.622","-","1.82"
"2018/04/03","01:30","1.564","-","1.75"
"2018/04/03","01:36","1.512","-","1.67"
"2018/04/03","01:42","1.466","-","1.61"
"2018/04/03","01:48","1.424","-","1.56"
"2018/04/03","01:54","1.389","-","1.53"
"2018/04/03","02:00","1.358","-","1.52"
"2018/04/03","02:06","1.333","-","1.5"
"2018/04/03","02:12","1.314","-","1.46"
"2018/04/03","02:18","1.3","-","1.43"
"2018/04/03","02:24","1.292","-","1.4"
"2018/04/03","02:30","1.289","-","1.4"
"2018/04/03","02:36","1.292","-","1.42"
"2018/04/03","02:42","1.3","-","1.43"
"2018/04/03","02:48","1.313","-","1.45"
"2018/04/03","02:54","1.332","-","1.51"
"2018/04/03","03:00","1.355","-","1.55"
"2018/04/03","03:06","1.384","-","1.55"
"2018/04/03","03:12","1.417","-","1.61"
"2018/04/03","03:18","1.456","-","1.66"
"2018/04/03","03:24","1.499","-","1.71"
"2018/04/03","03:30","1.547","-","1.75"
"2018/04/03","03:36","1.599","-","1.85"
"2018/04/03","03:42","1.656","-","1.93"
"2018/04/03","03:48","1.717","-","1.98"
"2018/04/03","03:54","1.782","-","2.06"
"2018/04/03","04:00","1.851","-","2.17"
"2018/04/03","04:06","1.924","-","2.24"
"2018/04/03","04:12","2","-","2.3"
"2018/04/03","04:18","2.08","-","2.35"
"2018/04/03","04:24","2.163","-","2.43"
"2018/04/03","04:30","2.249","-","2.52"
"2018/04/03","04:36","2.338","-","2.61"
"2018/04/03","04:42","2.43","-","2.7"
"2018/04/03","04:48","2.524","-","2.76"
"2018/04/03","04:54","2.62","-","2.86"
"2018/04/03","05:00","2.718","-","2.93"
"2018/04/03","05:06","2.817","-","3.06"
"2018/04/03","05:12","2.918","-","3.15"
"2018/04/03","05:18","3.02","-","3.24"
"2018/04/03","05:24","3.123","-","3.34"
"2018/04/03","05:30","3.227","-","3.43"
"2018/04/03","05:36","3.331","-","3.57"
"2018/04/03","05:42","3.435","-","3.64"
"2018/04/03","05:48","3.539","-","3.74"
"2018/04/03","05:54","3.642","-","3.84"
"2018/04/03","06:00","3.746","-","3.97"
"2018/04/03","06:06","3.848","-","4.07"
"2018/04/03","06:12","3.949","-","4.14"
"2018/04/03","06:18","4.049","-","4.26"
"2018/04/03","06:24","4.148","-","4.32"
"2018/04/03","06:30","4.246","-","4.41"
"2018/04/03","06:36","4.341","-","4.51"
"2018/04/03","06:42","4.435","-","4.62"
"2018/04/03","06:48","4.526","-","4.69"
"2018/04/03","06:54","4.616","-","4.79"
"2018/04/03","07:00","4.703","-","4.88"
"2018/04/03","07:06","4.787","-","4.97"
"2018/04/03","07:12","4.869","-","5.03"
"2018/04/03","07:18","4.947","-","5.11"
"2018/04/03","07:24","5.023","-","5.19"
"2018/04/03","07:30","5.095","-","5.28"
"2018/04/03","07:36","5.164","-","5.35"
"2018/04/03","07:42","5.229","-","5.4"
"2018/04/03","07:48","5.29","-","5.46"
"2018/04/03","07:54","5.347","-","5.55"
"2018/04/03","08:00","5.4","-","5.61"
"2018/04/03","08:06","5.448","-","5.65"
"2018/04/03","08:12","5.492","-","5.68"
"2018/04/03","08:18","5.53","-","5.72"
"2018/04/03","08:24","5.564","-","5.77"
"2018/04/03","08:30","5.592","-","5.79"
"2018/04/03","08:36","5.614","-","5.82"
"2018/04/03","08:42","5.63","-","5.83"
"2018/04/03","08:48","5.641","-","5.84"
"2018/04/03","08:54","5.645","-","5.83"
"2018/04/03","09:00","5.643","-","5.84"
"2018/04/03","09:06","5.635","-","5.81"
"2018/04/03","09:12","5.62","-","5.8"
"2018/04/03","09:18","5.599","-","5.76"
"2018/04/03","09:24","5.57","-","5.71"
"2018/04/03","09:30","5.536","-","5.69"
"2018/04/03","09:36","5.494","-","5.62"
"2018/04/03","09:42","5.446","-","5.6"
"2018/04/03","09:48","5.391","-","5.54"
"2018/04/03","09:54","5.329","-","5.47"
"2018/04/03","10:00","5.261","-","5.41"
"2018/04/03","10:06","5.187","-","5.35"
"2018/04/03","10:12","5.106","-","5.26"
"2018/04/03","10:18","5.02","-","5.19"
"2018/04/03","10:24","4.927","-","5.11"
"2018/04/03","10:30","4.829","-","5.02"
"2018/04/03","10:36","4.725","-","4.93"
"2018/04/03","10:42","4.617","-","4.85"
"2018/04/03","10:48","4.503","-","4.71"
"2018/04/03","10:54","4.385","-","4.62"
"2018/04/03","11:00","4.263","-","4.5"
"2018/04/03","11:06","4.137","-","4.38"
"2018/04/03","11:12","4.007","-","4.21"
"2018/04/03","11:18","3.873","-","4.06"
"2018/04/03","11:24","3.737","-","3.88"
"2018/04/03","11:30","3.599","-","3.73"
"2018/04/03","11:36","3.458","-","3.63"
"2018/04/03","11:42","3.315","-","3.44"
"2018/04/03","11:48","3.172","-","3.29"
"2018/04/03","11:54","3.027","-","3.09"
"2018/04/03","12:00","2.881","-","2.92"
"2018/04/03","12:06","2.736","-","2.74"
"2018/04/03","12:12","2.591","-","2.6"
"2018/04/03","12:18","2.446","-","2.48"
"2018/04/03","12:24","2.303","-","2.3"
