"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2018/01/01","07:18","5.026","-","4.92"
"2018/01/01","07:24","5.02","-","4.91"
"2018/01/01","07:30","5.008","-","4.9"
"2018/01/01","07:36","4.99","-","4.86"
"2018/01/01","07:42","4.965","-","4.84"
"2018/01/01","07:48","4.935","-","4.82"
"2018/01/01","07:54","4.899","-","4.76"
"2018/01/01","08:00","4.858","-","4.77"
"2018/01/01","08:06","4.811","-","4.73"
"2018/01/01","08:12","4.759","-","4.66"
"2018/01/01","08:18","4.703","-","4.57"
"2018/01/01","08:24","4.642","-","4.55"
"2018/01/01","08:30","4.577","-","4.49"
"2018/01/01","08:36","4.508","-","4.41"
"2018/01/01","08:42","4.435","-","4.41"
"2018/01/01","08:48","4.359","-","4.37"
"2018/01/01","08:54","4.281","-","4.27"
"2018/01/01","09:00","4.2","-","4.24"
"2018/01/01","09:06","4.117","-","4.15"
"2018/01/01","09:12","4.032","-","4.07"
"2018/01/01","09:18","3.947","-","3.96"
"2018/01/01","09:24","3.86","-","3.9"
"2018/01/01","09:30","3.773","-","3.78"
"2018/01/01","09:36","3.686","-","3.66"
"2018/01/01","09:42","3.6","-","3.56"
"2018/01/01","09:48","3.515","-","3.49"
"2018/01/01","09:54","3.431","-","3.43"
"2018/01/01","10:00","3.349","-","3.33"
"2018/01/01","10:06","3.268","-","3.22"
"2018/01/01","10:12","3.191","-","3.12"
"2018/01/01","10:18","3.116","-","3.06"
"2018/01/01","10:24","3.045","-","2.95"
"2018/01/01","10:30","2.977","-","2.89"
"2018/01/01","10:36","2.914","-","2.82"
"2018/01/01","10:42","2.854","-","2.77"
"2018/01/01","10:48","2.799","-","2.72"
"2018/01/01","10:54","2.749","-","2.65"
"2018/01/01","11:00","2.704","-","2.6"
"2018/01/01","11:06","2.663","-","2.54"
"2018/01/01","11:12","2.628","-","2.48"
"2018/01/01","11:18","2.599","-","2.47"
"2018/01/01","11:24","2.575","-","2.43"
"2018/01/01","11:30","2.556","-","2.42"
"2018/01/01","11:36","2.544","-","2.43"
"2018/01/01","11:42","2.537","-","2.45"
"2018/01/01","11:48","2.535","-","2.44"
"2018/01/01","11:54","2.539","-","2.43"
"2018/01/01","12:00","2.549","-","2.44"
"2018/01/01","12:06","2.565","-","2.44"
"2018/01/01","12:12","2.586","-","2.47"
"2018/01/01","12:18","2.613","-","2.52"
"2018/01/01","12:24","2.644","-","2.57"
"2018/01/01","12:30","2.682","-","2.58"
"2018/01/01","12:36","2.724","-","2.59"
"2018/01/01","12:42","2.772","-","2.63"
"2018/01/01","12:48","2.824","-","2.72"
"2018/01/01","12:54","2.882","-","2.74"
"2018/01/01","13:00","2.944","-","2.81"
"2018/01/01","13:06","3.011","-","2.86"
"2018/01/01","13:12","3.082","-","2.93"
"2018/01/01","13:18","3.157","-","2.99"
"2018/01/01","13:24","3.237","-","3.08"
"2018/01/01","13:30","3.32","-","3.2"
"2018/01/01","13:36","3.407","-","3.27"
"2018/01/01","13:42","3.498","-","3.35"
"2018/01/01","13:48","3.592","-","3.49"
"2018/01/01","13:54","3.689","-","3.61"
"2018/01/01","14:00","3.789","-","3.74"
"2018/01/01","14:06","3.891","-","3.85"
"2018/01/01","14:12","3.996","-","3.96"
"2018/01/01","14:18","4.103","-","4.09"
"2018/01/01","14:24","4.212","-","4.16"
"2018/01/01","14:30","4.322","-","4.26"
"2018/01/01","14:36","4.434","-","4.35"
"2018/01/01","14:42","4.546","-","4.45"
"2018/01/01","14:48","4.659","-","4.6"
"2018/01/01","14:54","4.773","-","4.69"
"2018/01/01","15:00","4.886","-","4.82"
"2018/01/01","15:06","5","-","4.87"
"2018/01/01","15:12","5.112","-","4.98"
"2018/01/01","15:18","5.225","-","5.14"
"2018/01/01","15:24","5.336","-","5.21"
"2018/01/01","15:30","5.446","-","5.3"
"2018/01/01","15:36","5.554","-","5.42"
"2018/01/01","15:42","5.661","-","5.51"
"2018/01/01","15:48","5.765","-","5.61"
"2018/01/01","15:54","5.868","-","5.73"
"2018/01/01","16:00","5.967","-","5.87"
"2018/01/01","16:06","6.065","-","5.99"
"2018/01/01","16:12","6.159","-","6.11"
"2018/01/01","16:18","6.251","-","6.23"
"2018/01/01","16:24","6.339","-","6.32"
"2018/01/01","16:30","6.423","-","6.37"
"2018/01/01","16:36","6.504","-","6.45"
"2018/01/01","16:42","6.581","-","6.55"
"2018/01/01","16:48","6.654","-","6.55"
"2018/01/01","16:54","6.723","-","6.65"
"2018/01/01","17:00","6.787","-","6.75"
"2018/01/01","17:06","6.847","-","6.83"
"2018/01/01","17:12","6.901","-","6.97"
"2018/01/01","17:18","6.95","-","7.04"
"2018/01/01","17:24","6.994","-","7.08"
"2018/01/01","17:30","7.032","-","7.11"
"2018/01/01","17:36","7.064","-","7.15"
"2018/01/01","17:42","7.09","-","7.2"
"2018/01/01","17:48","7.11","-","7.22"
"2018/01/01","17:54","7.123","-","7.21"
"2018/01/01","18:00","7.129","-","7.24"
"2018/01/01","18:06","7.127","-","7.2"
"2018/01/01","18:12","7.119","-","7.22"
"2018/01/01","18:18","7.103","-","7.16"
"2018/01/01","18:24","7.079","-","7.15"
"2018/01/01","18:30","7.047","-","7.16"
"2018/01/01","18:36","7.007","-","7.13"
"2018/01/01","18:42","6.959","-","7.07"
"2018/01/01","18:48","6.902","-","7.03"
"2018/01/01","18:54","6.837","-","6.95"
"2018/01/01","19:00","6.764","-","6.86"
"2018/01/01","19:06","6.682","-","6.85"
"2018/01/01","19:12","6.592","-","6.73"
"2018/01/01","19:18","6.494","-","6.6"
"2018/01/01","19:24","6.387","-","6.5"
"2018/01/01","19:30","6.272","-","6.38"
"2018/01/01","19:36","6.15","-","6.22"
"2018/01/01","19:42","6.019","-","6.09"
"2018/01/01","19:48","5.881","-","5.93"
"2018/01/01","19:54","5.735","-","5.77"
"2018/01/01","20:00","5.583","-","5.61"
"2018/01/01","20:06","5.424","-","5.48"
"2018/01/01","20:12","5.258","-","5.29"
"2018/01/01","20:18","5.086","-","5.12"
"2018/01/01","20:24","4.909","-","4.95"
"2018/01/01","20:30","4.726","-","4.76"
"2018/01/01","20:36","4.539","-","4.5"
"2018/01/01","20:42","4.347","-","4.31"
"2018/01/01","20:48","4.151","-","4.11"
"2018/01/01","20:54","3.951","-","3.92"
"2018/01/01","21:00","3.748","-","3.73"
"2018/01/01","21:06","3.543","-","3.55"
"2018/01/01","21:12","3.336","-","3.36"
"2018/01/01","21:18","3.128","-","3.16"
"2018/01/01","21:24","2.918","-","2.95"
"2018/01/01","21:30","2.708","-","2.72"
"2018/01/01","21:36","2.498","-","2.54"
"2018/01/01","21:42","2.289","-","2.33"
"2018/01/01","21:48","2.08","-","2.16"
"2018/01/01","21:54","1.874","-","1.93"
"2018/01/01","22:00","1.67","-","1.74"
"2018/01/01","22:06","1.468","-","1.51"
"2018/01/01","22:12","1.27","-","1.32"
"2018/01/01","22:18","1.076","-","1.2"
"2018/01/01","22:24","0.886","-","1.02"
"2018/01/01","22:30","0.701","-","0.86"
"2018/01/01","22:36","0.521","-","0.71"
"2018/01/01","22:42","0.347","-","0.58"
"2018/01/01","22:48","0.179","-","0.41"
"2018/01/01","22:54","0.017","-","0.22"
"2018/01/01","23:00","-0.137","-","0.09"
"2018/01/01","23:06","-0.285","-","-0.07"
"2018/01/01","23:12","-0.426","-","-0.21"
"2018/01/01","23:18","-0.558","-","-0.33"
"2018/01/01","23:24","-0.683","-","-0.47"
"2018/01/01","23:30","-0.8","-","-0.59"
"2018/01/01","23:36","-0.909","-","-0.7"
"2018/01/01","23:42","-1.009","-","-0.85"
"2018/01/01","23:48","-1.101","-","-0.96"
"2018/01/01","23:54","-1.185","-","-1.03"
"2018/01/02","00:00","-1.26","-","-1.1"
"2018/01/02","00:06","-1.326","-","-1.19"
"2018/01/02","00:12","-1.385","-","-1.22"
"2018/01/02","00:18","-1.435","-","-1.25"
"2018/01/02","00:24","-1.476","-","-1.29"
"2018/01/02","00:30","-1.51","-","-1.37"
"2018/01/02","00:36","-1.535","-","-1.39"
"2018/01/02","00:42","-1.552","-","-1.45"
"2018/01/02","00:48","-1.562","-","-1.46"
"2018/01/02","00:54","-1.563","-","-1.48"
"2018/01/02","01:00","-1.558","-","-1.47"
"2018/01/02","01:06","-1.544","-","-1.47"
"2018/01/02","01:12","-1.524","-","-1.45"
"2018/01/02","01:18","-1.496","-","-1.44"
"2018/01/02","01:24","-1.462","-","-1.4"
"2018/01/02","01:30","-1.421","-","-1.34"
"2018/01/02","01:36","-1.373","-","-1.31"
"2018/01/02","01:42","-1.319","-","-1.26"
"2018/01/02","01:48","-1.259","-","-1.23"
"2018/01/02","01:54","-1.193","-","-1.2"
"2018/01/02","02:00","-1.121","-","-1.12"
"2018/01/02","02:06","-1.043","-","-1.08"
"2018/01/02","02:12","-0.961","-","-1.03"
"2018/01/02","02:18","-0.873","-","-0.97"
"2018/01/02","02:24","-0.78","-","-0.87"
"2018/01/02","02:30","-0.683","-","-0.82"
"2018/01/02","02:36","-0.582","-","-0.66"
"2018/01/02","02:42","-0.476","-","-0.51"
"2018/01/02","02:48","-0.367","-","-0.4"
"2018/01/02","02:54","-0.253","-","-0.3"
"2018/01/02","03:00","-0.137","-","-0.2"
"2018/01/02","03:06","-0.017","-","-0.07"
"2018/01/02","03:12","0.105","-","0.08"
"2018/01/02","03:18","0.23","-","0.21"
"2018/01/02","03:24","0.357","-","0.33"
"2018/01/02","03:30","0.487","-","0.46"
"2018/01/02","03:36","0.618","-","0.62"
"2018/01/02","03:42","0.751","-","0.74"
"2018/01/02","03:48","0.885","-","0.9"
"2018/01/02","03:54","1.021","-","1.05"
"2018/01/02","04:00","1.158","-","1.16"
"2018/01/02","04:06","1.295","-","1.29"
"2018/01/02","04:12","1.433","-","1.37"
"2018/01/02","04:18","1.572","-","1.54"
"2018/01/02","04:24","1.711","-","1.68"
"2018/01/02","04:30","1.85","-","1.83"
"2018/01/02","04:36","1.99","-","2.01"
"2018/01/02","04:42","2.129","-","2.16"
"2018/01/02","04:48","2.267","-","2.31"
"2018/01/02","04:54","2.406","-","2.42"
"2018/01/02","05:00","2.543","-","2.5"
"2018/01/02","05:06","2.68","-","2.64"
"2018/01/02","05:12","2.816","-","2.75"
"2018/01/02","05:18","2.95","-","2.87"
"2018/01/02","05:24","3.083","-","3.01"
"2018/01/02","05:30","3.215","-","3.13"
"2018/01/02","05:36","3.345","-","3.26"
"2018/01/02","05:42","3.472","-","3.38"
"2018/01/02","05:48","3.598","-","3.47"
"2018/01/02","05:54","3.721","-","3.6"
"2018/01/02","06:00","3.84","-","3.71"
"2018/01/02","06:06","3.957","-","3.76"
"2018/01/02","06:12","4.071","-","3.87"
"2018/01/02","06:18","4.18","-","3.99"
"2018/01/02","06:24","4.286","-","4.1"
"2018/01/02","06:30","4.387","-","4.22"
"2018/01/02","06:36","4.484","-","4.3"
"2018/01/02","06:42","4.576","-","4.37"
"2018/01/02","06:48","4.662","-","4.46"
"2018/01/02","06:54","4.743","-","4.55"
"2018/01/02","07:00","4.819","-","4.64"
"2018/01/02","07:06","4.889","-","4.69"
"2018/01/02","07:12","4.952","-","4.76"
"2018/01/02","07:18","5.009","-","4.81"
"2018/01/02","07:24","5.06","-","4.88"
"2018/01/02","07:30","5.104","-","4.93"
"2018/01/02","07:36","5.142","-","4.96"
"2018/01/02","07:42","5.173","-","5.01"
"2018/01/02","07:48","5.196","-","4.99"
"2018/01/02","07:54","5.213","-","5.03"
"2018/01/02","08:00","5.223","-","5.02"
"2018/01/02","08:06","5.226","-","5.01"
"2018/01/02","08:12","5.223","-","4.97"
"2018/01/02","08:18","5.212","-","5.02"
"2018/01/02","08:24","5.195","-","5"
"2018/01/02","08:30","5.172","-","5.01"
"2018/01/02","08:36","5.142","-","5.01"
"2018/01/02","08:42","5.106","-","5"
"2018/01/02","08:48","5.064","-","4.9"
"2018/01/02","08:54","5.016","-","4.94"
"2018/01/02","09:00","4.963","-","4.92"
"2018/01/02","09:06","4.905","-","4.84"
"2018/01/02","09:12","4.842","-","4.78"
"2018/01/02","09:18","4.774","-","4.75"
"2018/01/02","09:24","4.702","-","4.66"
"2018/01/02","09:30","4.627","-","4.58"
"2018/01/02","09:36","4.548","-","4.53"
"2018/01/02","09:42","4.465","-","4.45"
"2018/01/02","09:48","4.381","-","4.38"
"2018/01/02","09:54","4.293","-","4.31"
"2018/01/02","10:00","4.204","-","4.25"
"2018/01/02","10:06","4.114","-","4.14"
"2018/01/02","10:12","4.022","-","4.1"
"2018/01/02","10:18","3.93","-","4.01"
"2018/01/02","10:24","3.838","-","3.88"
"2018/01/02","10:30","3.747","-","3.81"
"2018/01/02","10:36","3.656","-","3.7"
"2018/01/02","10:42","3.566","-","3.61"
"2018/01/02","10:48","3.478","-","3.53"
"2018/01/02","10:54","3.392","-","3.45"
"2018/01/02","11:00","3.309","-","3.37"
"2018/01/02","11:06","3.228","-","3.26"
"2018/01/02","11:12","3.151","-","3.15"
"2018/01/02","11:18","3.078","-","3.08"
"2018/01/02","11:24","3.008","-","3.01"
"2018/01/02","11:30","2.943","-","2.94"
"2018/01/02","11:36","2.882","-","2.88"
"2018/01/02","11:42","2.826","-","2.84"
"2018/01/02","11:48","2.775","-","2.83"
"2018/01/02","11:54","2.729","-","2.73"
"2018/01/02","12:00","2.688","-","2.71"
"2018/01/02","12:06","2.653","-","2.69"
"2018/01/02","12:12","2.624","-","2.62"
"2018/01/02","12:18","2.6","-","2.58"
"2018/01/02","12:24","2.583","-","2.57"
"2018/01/02","12:30","2.571","-","2.51"
"2018/01/02","12:36","2.564","-","2.5"
"2018/01/02","12:42","2.564","-","2.52"
"2018/01/02","12:48","2.569","-","2.5"
"2018/01/02","12:54","2.58","-","2.51"
"2018/01/02","13:00","2.597","-","2.55"
"2018/01/02","13:06","2.62","-","2.57"
"2018/01/02","13:12","2.648","-","2.58"
"2018/01/02","13:18","2.681","-","2.64"
"2018/01/02","13:24","2.72","-","2.68"
"2018/01/02","13:30","2.764","-","2.74"
"2018/01/02","13:36","2.813","-","2.84"
"2018/01/02","13:42","2.867","-","2.91"
"2018/01/02","13:48","2.926","-","2.96"
"2018/01/02","13:54","2.99","-","2.96"
"2018/01/02","14:00","3.059","-","3.04"
"2018/01/02","14:06","3.131","-","3.18"
"2018/01/02","14:12","3.208","-","3.24"
"2018/01/02","14:18","3.289","-","3.29"
"2018/01/02","14:24","3.374","-","3.37"
"2018/01/02","14:30","3.463","-","3.43"
"2018/01/02","14:36","3.555","-","3.52"
"2018/01/02","14:42","3.65","-","3.65"
"2018/01/02","14:48","3.749","-","3.72"
"2018/01/02","14:54","3.85","-","3.81"
"2018/01/02","15:00","3.954","-","3.91"
"2018/01/02","15:06","4.059","-","4.06"
"2018/01/02","15:12","4.167","-","4.14"
"2018/01/02","15:18","4.277","-","4.28"
"2018/01/02","15:24","4.388","-","4.37"
"2018/01/02","15:30","4.5","-","4.48"
"2018/01/02","15:36","4.613","-","4.67"
"2018/01/02","15:42","4.727","-","4.8"
"2018/01/02","15:48","4.841","-","4.91"
"2018/01/02","15:54","4.955","-","5.01"
"2018/01/02","16:00","5.069","-","5.14"
"2018/01/02","16:06","5.182","-","5.21"
"2018/01/02","16:12","5.294","-","5.27"
"2018/01/02","16:18","5.405","-","5.36"
"2018/01/02","16:24","5.515","-","5.42"
"2018/01/02","16:30","5.623","-","5.55"
"2018/01/02","16:36","5.729","-","5.68"
"2018/01/02","16:42","5.833","-","5.84"
"2018/01/02","16:48","5.935","-","5.89"
"2018/01/02","16:54","6.035","-","5.99"
"2018/01/02","17:00","6.131","-","6.1"
"2018/01/02","17:06","6.225","-","6.2"
"2018/01/02","17:12","6.315","-","6.27"
"2018/01/02","17:18","6.402","-","6.43"
"2018/01/02","17:24","6.485","-","6.51"
"2018/01/02","17:30","6.564","-","6.62"
"2018/01/02","17:36","6.64","-","6.69"
"2018/01/02","17:42","6.711","-","6.81"
"2018/01/02","17:48","6.777","-","6.85"
"2018/01/02","17:54","6.839","-","6.94"
"2018/01/02","18:00","6.896","-","7.06"
"2018/01/02","18:06","6.947","-","7.11"
"2018/01/02","18:12","6.993","-","7.09"
"2018/01/02","18:18","7.033","-","7.18"
"2018/01/02","18:24","7.067","-","7.18"
"2018/01/02","18:30","7.095","-","7.16"
"2018/01/02","18:36","7.117","-","7.23"
"2018/01/02","18:42","7.131","-","7.3"
"2018/01/02","18:48","7.139","-","7.32"
"2018/01/02","18:54","7.139","-","7.27"
"2018/01/02","19:00","7.131","-","7.24"
"2018/01/02","19:06","7.116","-","7.26"
"2018/01/02","19:12","7.094","-","7.24"
"2018/01/02","19:18","7.062","-","7.17"
"2018/01/02","19:24","7.023","-","7.13"
"2018/01/02","19:30","6.975","-","7.09"
"2018/01/02","19:36","6.919","-","7.04"
"2018/01/02","19:42","6.855","-","7.02"
"2018/01/02","19:48","6.781","-","6.98"
"2018/01/02","19:54","6.699","-","6.88"
"2018/01/02","20:00","6.609","-","6.76"
"2018/01/02","20:06","6.509","-","6.65"
"2018/01/02","20:12","6.402","-","6.54"
"2018/01/02","20:18","6.286","-","6.35"
"2018/01/02","20:24","6.162","-","6.28"
"2018/01/02","20:30","6.03","-","6.18"
"2018/01/02","20:36","5.89","-","5.97"
"2018/01/02","20:42","5.742","-","5.83"
"2018/01/02","20:48","5.588","-","5.69"
"2018/01/02","20:54","5.426","-","5.53"
"2018/01/02","21:00","5.258","-","5.34"
"2018/01/02","21:06","5.084","-","5.21"
"2018/01/02","21:12","4.904","-","4.95"
"2018/01/02","21:18","4.718","-","4.78"
"2018/01/02","21:24","4.527","-","4.57"
"2018/01/02","21:30","4.332","-","4.4"
"2018/01/02","21:36","4.133","-","4.21"
"2018/01/02","21:42","3.93","-","3.98"
"2018/01/02","21:48","3.724","-","3.78"
"2018/01/02","21:54","3.516","-","3.56"
"2018/01/02","22:00","3.305","-","3.33"
"2018/01/02","22:06","3.093","-","3.11"
"2018/01/02","22:12","2.88","-","2.91"
"2018/01/02","22:18","2.666","-","2.75"
"2018/01/02","22:24","2.453","-","2.58"
"2018/01/02","22:30","2.24","-","2.32"
"2018/01/02","22:36","2.029","-","2.16"
"2018/01/02","22:42","1.819","-","1.94"
"2018/01/02","22:48","1.611","-","1.69"
"2018/01/02","22:54","1.407","-","1.49"
"2018/01/02","23:00","1.206","-","1.29"
"2018/01/02","23:06","1.008","-","1.1"
"2018/01/02","23:12","0.815","-","0.96"
"2018/01/02","23:18","0.627","-","0.81"
"2018/01/02","23:24","0.445","-","0.67"
"2018/01/02","23:30","0.268","-","0.51"
"2018/01/02","23:36","0.097","-","0.24"
"2018/01/02","23:42","-0.067","-","0.1"
"2018/01/02","23:48","-0.224","-","-0.02"
"2018/01/02","23:54","-0.374","-","-0.07"
"2018/01/03","00:00","-0.517","-","-0.22"
"2018/01/03","00:06","-0.651","-","-0.41"
"2018/01/03","00:12","-0.778","-","-0.55"
"2018/01/03","00:18","-0.896","-","-0.65"
"2018/01/03","00:24","-1.006","-","-0.68"
"2018/01/03","00:30","-1.108","-","-0.79"
"2018/01/03","00:36","-1.201","-","-0.92"
"2018/01/03","00:42","-1.285","-","-1.01"
"2018/01/03","00:48","-1.361","-","-1.1"
"2018/01/03","00:54","-1.429","-","-1.23"
"2018/01/03","01:00","-1.487","-","-1.35"
"2018/01/03","01:06","-1.538","-","-1.35"
"2018/01/03","01:12","-1.579","-","-1.35"
"2018/01/03","01:18","-1.613","-","-1.42"
"2018/01/03","01:24","-1.638","-","-1.48"
"2018/01/03","01:30","-1.655","-","-1.51"
"2018/01/03","01:36","-1.664","-","-1.54"
"2018/01/03","01:42","-1.665","-","-1.5"
"2018/01/03","01:48","-1.659","-","-1.49"
"2018/01/03","01:54","-1.645","-","-1.53"
"2018/01/03","02:00","-1.623","-","-1.49"
"2018/01/03","02:06","-1.595","-","-1.5"
"2018/01/03","02:12","-1.559","-","-1.47"
"2018/01/03","02:18","-1.517","-","-1.43"
"2018/01/03","02:24","-1.468","-","-1.41"
"2018/01/03","02:30","-1.412","-","-1.38"
"2018/01/03","02:36","-1.35","-","-1.37"
"2018/01/03","02:42","-1.282","-","-1.25"
"2018/01/03","02:48","-1.209","-","-1.17"
"2018/01/03","02:54","-1.129","-","-1.11"
"2018/01/03","03:00","-1.044","-","-1.03"
"2018/01/03","03:06","-0.954","-","-0.97"
"2018/01/03","03:12","-0.859","-","-0.92"
"2018/01/03","03:18","-0.76","-","-0.75"
"2018/01/03","03:24","-0.655","-","-0.61"
"2018/01/03","03:30","-0.547","-","-0.53"
"2018/01/03","03:36","-0.434","-","-0.4"
"2018/01/03","03:42","-0.318","-","-0.33"
"2018/01/03","03:48","-0.198","-","-0.21"
"2018/01/03","03:54","-0.075","-","-0.07"
"2018/01/03","04:00","0.051","-","0.01"
"2018/01/03","04:06","0.179","-","0.17"
"2018/01/03","04:12","0.311","-","0.31"
"2018/01/03","04:18","0.444","-","0.49"
"2018/01/03","04:24","0.58","-","0.63"
"2018/01/03","04:30","0.717","-","0.81"
"2018/01/03","04:36","0.856","-","0.95"
"2018/01/03","04:42","0.996","-","1.09"
"2018/01/03","04:48","1.137","-","1.22"
"2018/01/03","04:54","1.28","-","1.32"
"2018/01/03","05:00","1.423","-","1.51"
"2018/01/03","05:06","1.566","-","1.65"
"2018/01/03","05:12","1.71","-","1.77"
"2018/01/03","05:18","1.855","-","1.92"
"2018/01/03","05:24","1.999","-","2.09"
"2018/01/03","05:30","2.143","-","2.24"
"2018/01/03","05:36","2.287","-","2.34"
"2018/01/03","05:42","2.43","-","2.46"
"2018/01/03","05:48","2.573","-","2.55"
"2018/01/03","05:54","2.715","-","2.69"
"2018/01/03","06:00","2.855","-","2.78"
"2018/01/03","06:06","2.995","-","2.93"
"2018/01/03","06:12","3.133","-","3.1"
"2018/01/03","06:18","3.27","-","3.24"
"2018/01/03","06:24","3.404","-","3.35"
"2018/01/03","06:30","3.537","-","3.47"
"2018/01/03","06:36","3.667","-","3.61"
"2018/01/03","06:42","3.794","-","3.74"
"2018/01/03","06:48","3.918","-","3.87"
"2018/01/03","06:54","4.039","-","3.97"
"2018/01/03","07:00","4.157","-","4.04"
"2018/01/03","07:06","4.271","-","4.11"
"2018/01/03","07:12","4.38","-","4.25"
"2018/01/03","07:18","4.485","-","4.37"
"2018/01/03","07:24","4.586","-","4.44"
"2018/01/03","07:30","4.681","-","4.58"
"2018/01/03","07:36","4.771","-","4.7"
"2018/01/03","07:42","4.856","-","4.79"
"2018/01/03","07:48","4.934","-","4.76"
"2018/01/03","07:54","5.007","-","4.86"
"2018/01/03","08:00","5.073","-","4.92"
"2018/01/03","08:06","5.132","-","5.02"
"2018/01/03","08:12","5.186","-","5.1"
"2018/01/03","08:18","5.232","-","5.19"
"2018/01/03","08:24","5.271","-","5.22"
"2018/01/03","08:30","5.303","-","5.22"
"2018/01/03","08:36","5.328","-","5.26"
"2018/01/03","08:42","5.346","-","5.32"
"2018/01/03","08:48","5.357","-","5.33"
"2018/01/03","08:54","5.361","-","5.31"
"2018/01/03","09:00","5.358","-","5.3"
"2018/01/03","09:06","5.348","-","5.33"
"2018/01/03","09:12","5.331","-","5.28"
"2018/01/03","09:18","5.307","-","5.25"
"2018/01/03","09:24","5.276","-","5.27"
"2018/01/03","09:30","5.24","-","5.27"
"2018/01/03","09:36","5.197","-","5.22"
"2018/01/03","09:42","5.148","-","5.2"
"2018/01/03","09:48","5.094","-","5.13"
"2018/01/03","09:54","5.034","-","5.07"
"2018/01/03","10:00","4.97","-","5.04"
"2018/01/03","10:06","4.9","-","4.96"
"2018/01/03","10:12","4.826","-","4.84"
"2018/01/03","10:18","4.749","-","4.75"
"2018/01/03","10:24","4.667","-","4.67"
"2018/01/03","10:30","4.582","-","4.64"
"2018/01/03","10:36","4.495","-","4.59"
"2018/01/03","10:42","4.405","-","4.51"
"2018/01/03","10:48","4.313","-","4.42"
"2018/01/03","10:54","4.219","-","4.38"
"2018/01/03","11:00","4.124","-","4.29"
"2018/01/03","11:06","4.029","-","4.22"
"2018/01/03","11:12","3.933","-","4.13"
"2018/01/03","11:18","3.838","-","4.07"
"2018/01/03","11:24","3.743","-","3.97"
"2018/01/03","11:30","3.649","-","3.86"
