"date","numeric_date","percent","tag"
2008-11-01,2008.83504449008,0.0136934430763949,"r"
2008-12-01,2008.91718001369,0.0200491371045249,"r"
2009-01-01,2009,0.041188290912217,"r"
2009-02-01,2009.0848733744,0.0331619129891073,"r"
2009-03-01,2009.16153319644,0.0250026686985197,"r"
2009-04-01,2009.24640657084,0.0537156553735316,"r"
2009-05-01,2009.32854209446,0.0163103814974552,"r"
2009-06-01,2009.41341546886,0.0421122703195185,"r"
2009-07-01,2009.49555099247,0.151804017043743,"r"
2009-08-01,2009.58042436687,0.181642512290895,"r"
2009-09-01,2009.66529774127,0.390032129483688,"r"
2009-10-01,2009.74743326489,0.218572385129988,"r"
2009-11-01,2009.83230663929,0.233192413884754,"r"
2009-12-01,2009.9144421629,0.21683223769067,"r"
2010-01-01,2010,0.231664341840917,"r"
2010-02-01,2010.0848733744,0.266955825435881,"r"
2010-03-01,2010.16153319644,0.287484944473463,"r"
2010-04-01,2010.24640657084,0.311952628395028,"r"
2010-05-01,2010.32854209446,0.268995377274011,"r"
2010-06-01,2010.41341546886,0.325410010065264,"r"
2010-07-01,2010.49555099247,0.396760843993075,"r"
2010-08-01,2010.58042436687,0.438657615260507,"r"
2010-09-01,2010.66529774127,0.385308069598092,"r"
2010-10-01,2010.74743326489,0.343352642124564,"r"
2010-11-01,2010.83230663929,0.346161376903818,"r"
2010-12-01,2010.9144421629,0.329653694213542,"r"
2011-01-01,2011,0.31466930518274,"r"
2011-02-01,2011.0848733744,0.398078376543739,"r"
2011-03-01,2011.16153319644,0.434492461590288,"r"
2011-04-01,2011.24640657084,0.504924470299399,"r"
2011-05-01,2011.32854209446,0.438488883363094,"r"
2011-06-01,2011.41341546886,0.455070814805465,"r"
2011-07-01,2011.49555099247,0.463598733292937,"r"
2011-08-01,2011.58042436687,0.55972877486431,"r"
2011-09-01,2011.66529774127,0.606897586823994,"r"
2011-10-01,2011.74743326489,0.606735284100185,"r"
2011-11-01,2011.83230663929,0.575221312576677,"r"
2011-12-01,2011.9144421629,0.602531260144682,"r"
2012-01-01,2012,0.602175488507979,"r"
2012-02-01,2012.0848733744,0.666808655394335,"r"
2012-03-01,2012.16427104723,0.67492922496758,"r"
2012-04-01,2012.24914442163,0.657376920073881,"r"
2012-05-01,2012.33127994524,0.669671049414351,"r"
2012-06-01,2012.41615331964,0.753272019122992,"r"
2012-07-01,2012.49828884326,0.78806227851034,"r"
2012-08-01,2012.58316221766,0.786329526861793,"r"
2012-09-01,2012.66803559206,0.810765217837438,"r"
2012-10-01,2012.75017111567,0.852628475858071,"r"
2012-11-01,2012.83504449008,0.916460767798641,"r"
2012-12-01,2012.91718001369,0.910065377386226,"r"
2013-01-01,2013,0.979598858558663,"r"
2013-02-01,2013.0848733744,1.0879532091477,"r"
2013-03-01,2013.16153319644,1.07446515990749,"r"
2013-04-01,2013.24640657084,1.08095911165292,"r"
2013-05-01,2013.32854209446,1.08840611410265,"r"
2013-06-01,2013.41341546886,1.12266923934157,"r"
2013-07-01,2013.49555099247,1.12621470542247,"r"
2013-08-01,2013.58042436687,1.12194328486537,"r"
2013-09-01,2013.66529774127,1.03836087537121,"r"
2013-10-01,2013.74743326489,1.15350405465787,"r"
2013-11-01,2013.83230663929,1.25897637274271,"r"
2013-12-01,2013.9144421629,1.15541520543746,"r"
2014-01-01,2014,1.25680274384053,"r"
2014-02-01,2014.0848733744,1.38411106334677,"r"
2014-03-01,2014.16153319644,1.37140659511109,"r"
2014-04-01,2014.24640657084,1.41699070943409,"r"
2014-05-01,2014.32854209446,1.47737724710709,"r"
2014-06-01,2014.41341546886,1.49075167695801,"r"
2014-07-01,2014.49555099247,1.50022640978482,"r"
2014-08-01,2014.58042436687,1.51957190726181,"r"
2014-09-01,2014.66529774127,1.43872524842574,"r"
2014-10-01,2014.74743326489,1.60730635542396,"r"
2014-11-01,2014.83230663929,1.6315456086024,"r"
2014-12-01,2014.9144421629,1.54684623876152,"r"
2015-01-01,2015,1.63318280919431,"r"
2015-02-01,2015.0848733744,1.78539748959532,"r"
2015-03-01,2015.16153319644,1.8838333473864,"r"
2015-04-01,2015.24640657084,1.76397352737223,"r"
2015-05-01,2015.32854209446,1.85637656713242,"r"
2015-06-01,2015.41341546886,1.84035172592421,"r"
2015-07-01,2015.49555099247,2.02743845402314,"r"
2015-08-01,2015.58042436687,1.95696640460613,"r"
2015-09-01,2015.66529774127,1.89983180283584,"r"
2015-10-01,2015.74743326489,1.99538322052991,"r"
2015-11-01,2015.83230663929,1.99204679500908,"r"
2015-12-01,2015.9144421629,1.89392571284063,"r"
2016-01-01,2016,1.97483653679361,"r"
2016-02-01,2016.0848733744,1.92713250802216,"r"
2016-03-01,2016.16427104723,2.03049514645306,"r"
2016-04-01,2016.24914442163,2.13184420613679,"r"
2016-05-01,2016.33127994524,2.0142538838394,"r"
2016-06-01,2016.41615331964,2.12099884513113,"r"
2016-07-01,2016.49828884326,2.1371176719791,"r"
2016-08-01,2016.58316221766,2.10456212672294,"r"
2016-09-01,2016.66803559206,1.97326075317318,"r"
2016-10-01,2016.75017111567,2.13245242641556,"r"
2016-11-01,2016.83504449008,2.05665783139446,"r"
2016-12-01,2016.91718001369,1.97928337764688,"r"
2017-01-01,2017,1.99788891594905,"r"
2017-02-01,2017.0848733744,2.12941705685296,"r"
2017-03-01,2017.16153319644,2.29238624827593,"r"
2017-04-01,2017.24640657084,2.39705478106912,"r"
2017-05-01,2017.32854209446,2.37565150341527,"r"
2017-06-01,2017.41341546886,2.51959210337458,"r"
2017-07-01,2017.49555099247,2.56994456003266,"r"
2017-08-01,2017.58042436687,2.59881042271951,"r"
2017-09-01,2017.66529774127,2.64012365578816,"r"
2017-10-01,2017.74743326489,2.69727588993607,"r"
2017-11-01,2017.83230663929,2.69537234260678,"r"
2017-12-01,2017.9144421629,2.6015478175689,"r"
2018-01-01,2018,2.64960492298859,"r"
2018-02-01,2018.0848733744,2.94969939699232,"r"
2018-03-01,2018.16153319644,2.99403953816019,"r"
2018-04-01,2018.24640657084,2.95057102237049,"r"
2018-05-01,2018.32854209446,2.86999661308493,"r"
2018-06-01,2018.41341546886,2.90377337276194,"r"
2018-07-01,2018.49555099247,2.8126701392935,"r"
2018-08-01,2018.58042436687,2.65915690762167,"r"
2018-09-01,2018.66529774127,2.64073825482023,"r"
2018-10-01,2018.74743326489,2.75377004365178,"r"
2018-11-01,2018.83230663929,2.85853388888868,"r"
2018-12-01,2018.9144421629,2.66217810941411,"r"
2019-01-01,2019,2.68310159410826,"r"
2019-02-01,2019.0848733744,2.88533273561917,"r"
2019-03-01,2019.16153319644,2.86156691211048,"r"
2019-04-01,2019.24640657084,3.0017075823817,"r"
2019-05-01,2019.32854209446,2.9142633290001,"r"
2019-06-01,2019.41341546886,2.94304019928206,"r"
2019-07-01,2019.49555099247,2.86016801140313,"r"
2019-08-01,2019.58042436687,2.91845916069201,"r"
2019-09-01,2019.66529774127,2.93513615182356,"r"
2019-10-01,2019.74743326489,2.92281182583727,"r"
2019-11-01,2019.83230663929,2.92766408582627,"r"
2019-12-01,2019.9144421629,2.87527647953406,"r"
2020-01-01,2020,2.88830625519445,"r"
2020-02-01,2020.0848733744,3.22460972247176,"r"
2020-03-01,2020.16427104723,3.32556499375728,"r"
2020-04-01,2020.24914442163,3.39702483651793,"r"
