name,sname,speed,code,i1,i2,i3,i4,i5,i6,phi,nodal
5M1L.12,5ML12,174.448999822,LAZYZZB,12,1,0,-1,0,0,180,x
4M1N1K.12,4MNK12,174.458283578,LAZAZZZ,12,1,0,1,0,0,0,x
2M2S2N.12,2(MSN)12,174.847667436,LBVBZZZ,12,2,-4,2,0,0,0,x
5M1T.12,5MT12,174.87945427125,LBWZZAZ,12,2,-3,0,0,1,0,x
5M1S.12,5MS12,174.92052094,LBXZZZZ,12,2,-2,0,0,0,0,x
5M1K.12,5MK12,175.0026582,LBZZZZZ,12,2,0,0,0,0,0,x
3M2S1N.12,3M2SN12,175.392042058,LCVAZZZ,12,3,-4,1,0,0,0,x
6M1S.1N12,6MSN12,175.464895562,LCXYZZZ,12,3,-2,-1,0,0,0,x
3M1S1N1K.12,3MNKS12,175.474179318,LCXAZZZ,12,3,-2,1,0,0,0,x
4M1S1T.12,4MST12,175.89535001125,LDUZZAZ,12,4,-5,0,0,1,0,x
4M2S.12,4M2S12,175.93641668,LDVZZZZ,12,4,-4,0,0,0,0,x
4M1S1K.12,4MSK12,176.01855394,LDXZZZZ,12,4,-2,0,0,0,0,x
3M3S.12,3(MS)12,176.95231242,LFTZZZZ,12,6,-6,0,0,0,0,x
3M2S1K.12,3M2SK12,177.03444968,LFVZZZZ,12,6,-4,0,0,0,0,x
5M1S1N.14,5MSN14,203.360250518,NAXAZZZ,14,1,-2,1,0,0,0,x
5M1N1K.14,5MNK14,203.442387778,NAZAZZZ,14,1,0,1,0,0,0,x
6M1S.14,6MS14,203.90462514,NBXZZZZ,14,2,-2,0,0,0,0,x
